Topic,Count,Name,Representation,Llama2,Representative_Docs
45,126,45_nfl_football_american football_nfl draft,"['nfl', 'football', 'american football', 'nfl draft', 'played college', 'draft', 'college football', 'played', 'football league', 'national football']","['NFL Draft Picks and College Football Players', '', '', '', '', '', '', '', '', '']","['the 288th pick in the 1970 nfl draft . he played college football at the university of washington for the washington huskies football team .', 'jimmy staten iv ( born may 4 , 1991 ) is an american football defensive end for the chicago bears of the national football league ( nfl ) . he was drafted by the seattle seahawks in the fifth round of the 2014 nfl draft . he played college football', 'brandon johnson ( born april 5 , 1983 ) is a former american football linebacker . he was drafted by the arizona cardinals in the fifth round of the 2006 nfl draft and played for the cincinnati bengals . he played college football at louisville . he is the co']"
46,123,46_fa_season_fa cup_league,"['fa', 'season', 'fa cup', 'league', 'cup', 'football', 'english football', 'stoke', 'club', 'football league']","['English Football History', '', '', '', '', '', '', '', '', '']","[""the 2013 fa community shield was the 91st fa community shield , played on 11 august 2013 at wembley stadium , between the winners of the previous season 's premier league and fa cup competitions . the match was contested by the champions of the 2012 13 premier league ,"", ""the 2014 15 season will be doncaster rovers' 136th season in their existence , 12th consecutive season in the football league and first season in league one following relegation the previous season . along with league one , the club will also compete in the fa cup , league cup"", '9 higher than in 2014 15 . as with all clubs in the top two tiers of english football , birmingham entered the 2015 16 fa cup in the third round they lost in that round at home to premier league club afc bournemouth . in the league cup ,']"
47,121,47_habitat_threatened_threatened habitat_habitat loss,"['habitat', 'threatened', 'threatened habitat', 'habitat loss', 'endangered', 'freshwater', 'species', 'land', 'marshes', 'areas']","['Endangered Species and Habitat Loss', '', '', '', '', '', '', '', '', '']","[', and plantations . it is threatened by habitat loss .', 'intermittent freshwater marshes , arable land , pastureland , rural gardens , water storage areas , ponds , open excavations , irrigated land , canals and ditches . it is threatened by habitat loss . previously thought to be a subspecies of the marbled newt ( triturus marmoratus ) ,', 'freshwater marshes . it is threatened by habitat loss .']"
48,119,48_character_soap_soap opera_opera,"['character', 'soap', 'soap opera', 'opera', 'fictional', 'fictional character', 'screen', 'role', 'portrayed', 'characters']","['Fictional Characters in Soap Operas', '', '', '', '', '', '', '', '', '']","['carla gray is a fictional character from the american soap opera one life to live , played by actress ellen holly . holly appeared in the role from october 7 , 1968 , until december 1980 . she reprised the character onscreen in may 1983 , and last appeared december', 'sienna cammeniti is a fictional character from the australian soap opera neighbours , played by model erin mcnaught . mcnaught was cast in the role to help boost falling ratings in australia . the character made her first screen appearance on 2 may 2008 . sienna was introduced as the', 'colleen smart ( also hickey and stewart ) is a fictional character from the australian channel seven soap opera home and away , played by lyn collingwood . the character debuted on screen during the episode airing on 7 march 1988 . she was introduced as a recurring character by']"
49,115,49_rugby_league_club_rugby union,"['rugby', 'league', 'club', 'rugby union', 'rugby football', 'teams', 'union', 'football', 'football league', 'national league']","['Rugby clubs and leagues', '', '', '', '', '', '', '', '', '']","['the rugby football league ( rfl ) is the governing body for professional rugby league in england . the name rugby football league previously also referred to the main league competition run by the organisation . this has since been supplanted by super league , the championship and league 1', 'llandaff north rugby football club are a welsh rugby union club based in llandaff north , cardiff in south wales . the club is a member of the welsh rugby union and is a feeder club for the cardiff blues . they presently play in the wru division three south', 'chard rugby football club is an english rugby union team based in chard in somerset . the club run three senior teams and the full range of junior teams . the first xv currently play in tribute south west 1 west after being relegated from national league 3 south west']"
50,112,50_architect_architecture_architectural_american architect,"['architect', 'architecture', 'architectural', 'american architect', 'design', 'designed', 'buildings', 'harrison', 'architects', 'works']","['American Architectural History', '', '', '', '', '', '', '', '', '']","['the university of rijeka . during study , he worked for art nouveau croatian architect rudolf lubinski . after education in 1931 , bauer was employed at the architect studio of another croatian jewish architect , zlatko neumann . from 1936 until the beginning of world war ii , he', ""o'neil ford ( december 3 , 1905 july 20 , 1982 ) was an american architect of the mid 20th century in texas and a leading architect of the american southwest . he is considered one of the nation 's best unknown architects , and his designs merged the modernism"", 'edgar lewis horwood ( 1868 1957 ) was a canadian architect who served as chief dominion architect from 1915 to 1917 . as chief government architect he was responsible for many of the federal buildings constructed in this period . drawings for public buildings designed by horwood and his staff']"
51,111,51_economics_economic_economist_professor,"['economics', 'economic', 'economist', 'professor', 'theory', 'university', 'development', 'studies', 'research', 'international']","['Economic Theory and Studies', '', '', '', '', '', '', '', '', '']","['with a ba in economics . he moved to canada and earned an ma and ph . d in economics from the university of toronto . from 1973 until 1989 , he taught economics at mcgill university and from 1986 to 1989 , he was vice principal for planning computer', 'professor stefano zamagni ( born 4 january 1943 ) is an italian economist . born in rimini , zamagni is professor of economics at the university of bologna . zamagni is also a fellow of the human development and capability association ( hdca ) , and a member of the', ""documents and papers left by the eminent italian economist piero sraffa to the university of cambridge 's wren library . professor garegnani has been one of the leading theoretical critics of neoclassical economics . he has published several books and articles concerning the classical economic theory , from ricardo to""]"
52,109,52_air_squadron_air force_force,"['air', 'squadron', 'air force', 'force', 'wing', 'unit', 'command', 'squadrons', 'aircraft', 'combat']","['Air Force Units and Squadrons', '', '', '', '', '', '', '', '', '']","['the 397th bombardment wing is an inactive united states air force unit , last assigned to the 45th air division of strategic air command at dow air force base , maine , where it was inactivated on 25 april 1968 . it was originally organized as the 397th bombardment group', 'the 645th radar squadron is an inactive united states air force unit . it was last assigned to the 20th air division , aerospace defense command , stationed at patrick air force base , florida . it was inactivated on 1 april 1976 . the unit was a general surveillance', 'the 923d expeditionary air refueling flight is a provisional united states air force unit , assigned to air combat command to activate or inactivate as needed . the squadron was first activated during world war ii as the 23d air corps ferrying squadron at morrison field , florida in 1942']"
53,108,53_fashion_model_appeared_actress,"['fashion', 'model', 'appeared', 'actress', 'rachael', 'playboy', 'film', 'fashion designer', 'brand', 'modeling']","['Fashion Models and Designers', '', '', '', '', '', '', '', '', '']","[""lisa thon is a fashion designer born in san juan , puerto rico . after graduating from high school , thon began her studying fashion at the altos de chav n in dominican republic and completed her bachelor 's degree at parsons school of design in new york city ."", 'saffron taylor ( born 9 may 1982 in warwick , england ) is a british latex fashion model , best known for her latex fashion , glamour and pin up modelling . after an extensive campaign by readers of the fetish website "" deep down and kinky "" she was', 'brand alliance in 2001 . she now lives seasonally in sarasota , florida , where the coty award winning fashion designer went into the home fashion and house design business .']"
54,107,54_battle_french_spanish_forces,"['battle', 'french', 'spanish', 'forces', 'war', 'fought', 'siege', 'portuguese', 'fleet', 'troops']","['Battles and Wars', '', '', '', '', '', '', '', '', '']","['were fought between the english and the french on the isle of wight . the majority of sources of information regarding the battle state that the english won , although one source of information states that the french were victorious . the battle was fought because it was part of', ', the airborne troops were then ordered to protect the bridges against belgian counter attacks until they linked up with ground forces from the german 18th army . the battle was a strategic victory for the german forces , with the airborne troops landing on top of the fortress via', 'the battle of berlengas was fought in 1666 , between the portuguese defenders of the fort s o jo o baptista and a spanish fleet commanded by diego de ibarra . the fleet , which had destroyed portuguese fisheries , bombarded towns and cut off supplies in one month as']"
55,106,55_lake_river_water_lakes,"['lake', 'river', 'water', 'lakes', 'basin', 'lake lake', 'located', 'dam', 'pond', 'acre']","['Lakes and Rivers', '', '', '', '', '', '', '', '', '']","[""south of winchester bay . this community , at the mouth of the umpqua river , was the earliest pioneer village along this part of the coast . although the lake 's official name is tenmile lake , it was formerly called johnson lake and south tenmile lake ."", 'of india , is one of the four lakes of kumaon hills the other three lakes are the sattal lake , the bhimtal lake and the naukuchiyatal lake .', 'lake rotoiti , previously also known as lake arthur , is a lake in the tasman region of new zealand . it is a substantial mountain lake within the borders of nelson lakes national park . the lake is fed by the travers river , water from the lake flows']"
56,101,56_election_liberal_canadian_riding,"['election', 'liberal', 'canadian', 'riding', 'conservative', 'party', 'federal election', 'progressive', 'house commons', 'commons']","['Canadian Political History', '', '', '', '', '', '', '', '', '']","['harry oliver bradley ( november 24 , 1929 march 16 , 1990 ) was a canadian politician and teacher . he was elected to the canadian house of commons in the 1962 election as a member of the progressive conservative party for the riding of northumberland . he was defeated', 't.a . bud bradley ( born 30 april 1938 in niagara falls , ontario ) was a progressive conservative party member of the canadian house of commons . he was a dentist by career . he won the seat for the haldimand norfolk electoral district in the 1979 federal election', ', fulford was elected to federal parliament at the leeds riding in the 1940 general election . fulford was then defeated in the following election in 1945 by george robert webb of the progressive conservative party . fulford returned to parliament by winning the riding in the 1949 election over']"
57,99,57_winter olympics_winter_olympics_slalom,"['winter olympics', 'winter', 'olympics', 'slalom', 'championships', 'ski', 'world cup', 'world', 'skier', 'world championships']","['Skiing and Winter Olympics', '', '', '', '', '', '', '', '', '']","['at the world championships and three gold medals at the winter olympics .', 'entire 2007 season . jansrud made his first world cup podium in january 2009 at adelboden and finished ninth in the super combined at the 2009 world championships . he won the silver medal in giant slalom at the 2010 winter olympics . jansrud won his first world cup race', 'for finland , appearing in two world championships , three winter olympics and one world cup . he won silver medals at the 2001 world championships and the 2006 winter olympics , as well as a bronze medal at the 2010 winter olympics . throughout his career , salo has']"
58,99,58_lizard_genus_cretaceous_species,"['lizard', 'genus', 'cretaceous', 'species', 'jurassic', 'dinosaur', 'vertebrae', 'upper', 'formation', 'type']","['Prehistoric Reptiles', '', '', '', '', '', '', '', '', '']","['baurutitan was a genus of late cretaceous sauropod dinosaur . it was a titanosaur which lived in what is now present day brazil . the type species , baurutitan britoi , was described in 2005 by kellner , campos , and trotta and is based on distinctive caudal vertebrae .', 'brachypodosaurus ( meaning "" short footed lizard "" ) is a dubious genus of possibly thyreophoran dinosaur from the late cretaceous lameta formation ( maastrichtian ) in india . the only remains discovered so far for this animal consist of a single fossil bone , excavated at the chota simla', 'diplosaurus is an extinct genus of goniopholidid mesoeucrocodylian . fossils have been found from the western united states and range from late jurassic to early cretaceous in age . the genus was first named and described in a paper written in 1877 by othniel charles marsh . the generic name']"
59,96,59_union_trade_workers_trade union,"['union', 'trade', 'workers', 'trade union', 'unions', 'federation', 'trade unions', 'membership', 'sikasa', 'education union']","['Trade Unions and Worker Representation', '', '', '', '', '', '', '', '', '']","['the confederation of trade unions of the republic of moldova ( csrm ) is a national trade union center in moldova . it is the direct descendant from the general federation of trade unions of moldova ( fgsrm ) , the soviet era trade union . the csrm is affiliated', ""the irish distributive and administrative union ( idatu ) was a trade union representing workers in ireland . the union was founded in 1901 as the irish drapers' assistants' association by michael o'lehane . o'lehane had been working at cannocks in limerick where several female shop workers living on the"", 'the national union of mineworkers ( num ) is a trade union in south africa . with a membership of 300 , 000 it is the largest affiliate of the congress of south african trade unions . it was founded in 1982 as a black mine workers union by cyril']"
60,95,60_hotel_hotels_resort_restaurant,"['hotel', 'hotels', 'resort', 'restaurant', 'rooms', 'luxury', 'tel', 'inn', 'hilton', 'room']","['Luxury Hotels and Resorts', '', '', '', '', '', '', '', '', '']","[""has to a hotel grand dame . it was the first luxury hotel in tel aviv and the first of the dan hotels chain . the dan tel aviv hotel is located on tel aviv 's seafront overlooking the mediterranean . it is within walking distance of many of the"", 'suites for a total of 500 hotel rooms . this makes dover downs hotel casino the largest hotel in delaware . the hotel features a 6 , 000 square foot ( 560 m2 ) spa , toppers spa salon , which opened december 29 , 2007 . in spite of', 'the peninsula new york is a luxury hotel located on the corner of fifth avenue and 55th street . the hotel is part of the peninsula hotel group who are based in hong kong and owned and operated by the hongkong and shanghai hotels , limited . the hotel was']"
61,93,61_moth_forewings_wingspan_mm,"['moth', 'forewings', 'wingspan', 'mm', 'larvae', 'family', 'family described', 'species', 'larva', 'leaf']","['Moth species and their characteristics', '', '', '', '', '', '', '', '', '']","['criophthona anerasmia is a moth in the crambidae family . it was described by turner in 1913 . it is found in australia , where it has been recorded from the northern territory . the wingspan is about 11 mm . the forewings are fuscous with a darker dot on', 'scoparia eutacta is a moth in the crambidae family . it was described by turner in 1931 . it is found in australia , where it has been recorded from queensland . the wingspan is about 17 mm . the forewings are white with blackish irroration . there is a', 'ardozyga elassopis is a species of moth in the family gelechiidae . it was described by turner in 1919 . it is found in australia , where it has been recorded from queensland . the wingspan is about 9 mm . the forewings are whitish irrorated with grey , more']"
62,92,62_cycling_race_speedway_tour france,"['cycling', 'race', 'speedway', 'tour france', 'bicycle', 'road', 'racer', 'cyclist', 'uci', 'tour']","['Professional Cycling', '', '', '', '', '', '', '', '', '']","['tom boonen ( dutch pronunciation t m bo n ( n ) born 15 october 1980 ) is a belgian professional road bicycle racer who won the 2005 world road race championship . he is a member of the etixx quick step team , and is a single day road', 'the gp industria artigianato di larciano is a road bicycle race held annually in larciano , italy . after 2005 , the race was organised as a 1.1 event on the uci europe tour . between 1967 and 1976 it was held as the circuito di larciano . in 2015', 'thomas l fkvist ( born 4 april 1984 ) is a swedish former professional road bicycle racer who last rode for the uci professional continental team iam cycling . he became the youngest swedish professional road bicycle racer when he started his professional bicycling career in fdjeux . com at']"
63,91,63_bird_species_birds_species bird,"['bird', 'species', 'birds', 'species bird', 'family', 'parrot', 'forests', 'tail', 'tropical', 'genus']","['Bird species and their habitats', '', '', '', '', '', '', '', '', '']","['the blue cotinga ( cotinga nattererii ) is a species of bird in the family cotingidae . it is found in colombia , north west ecuador , eastern and central panama and western venezuela in tropical moist lowland forests and heavily degraded former forest . in relation to range and', 'the orange headed tanager ( thlypopsis sordida ) is a species of bird in the family thraupidae . it is found in argentina , bolivia , brazil , colombia , ecuador , paraguay , peru , and venezuela . its natural habitats are subtropical or tropical moist lowland forests ,', 'the comoro blue pigeon ( alectroenas sganzini ) is a species of bird in the columbidae family . it is found in comoros , mayotte , and seychelles . its natural habitats are subtropical or tropical moist lowland forests , subtropical or tropical mangrove forests , and subtropical or tropical']"
64,91,64_journal_reviewed_peer reviewed_peer,"['journal', 'reviewed', 'peer reviewed', 'peer', 'journals', 'published', 'research', 'scientific journal', 'impact factor', 'journal published']","['Academic Journals and Impact Factors', '', '', '', '', '', '', '', '', '']","['the international journal of circumpolar health is a peer reviewed healthcare journal covering issues related to the health of indigenous peoples in arctic and antarctic environments . it is published by the international association of circumpolar health publishers . according to the journal citation reports , the journal has a', 'rapid communications in mass spectrometry ( rcm ) is a biweekly peer reviewed scientific journal published since 1987 by john wiley sons . it covers research on all aspects of mass spectrometry . according to the journal citation reports , the journal has a 2014 impact factor of 2 .', 'nonlinearity is a peer reviewed scientific journal published by iop publishing and the london mathematical society . the journal covers all aspects of nonlinear science , featuring topics which range from physics , mathematics , and engineering through to biological sciences . the editors in chief are edgar knobloch (']"
65,90,65_earthquake_magnitude_intensity_occurred,"['earthquake', 'magnitude', 'intensity', 'occurred', 'moment', 'local time', 'damage', 'scale', 'earthquakes', 'utc']","['Magnitude and Intensity of Earthquakes', '', '', '', '', '', '', '', '', '']","['the 2013 aceh earthquake struck the indonesian island of sumatra on july 2 with a moment magnitude of 6.1 and a maximum mercalli intensity of viii ( severe ) . the strike slip earthquake killed at least 35 people and injured 276 others in the province of aceh ( on', 'the 2004 al hoceima earthquake occurred on 24 february at 02 27 47 local time near the coast of northern morocco . the strike slip earthquake measured 6.3 on the moment magnitude scale and had a maximum perceived intensity of ix ( violent ) on the mercalli intensity scale .', 'the 1944 t nankai earthquake occurred at 13 35 local time ( 04 35 utc ) on 7 december . it had an estimated magnitude of 8.1 on the moment magnitude scale and a maximum felt intensity of greater than 5 shindo ( about viii ( severe ) on the']"
66,88,66_brazilian_italian_fifa world_serie,"['brazilian', 'italian', 'fifa world', 'serie', 'club', 'fifa', 'goalkeeper', 'barcelona', 'national team', 'team']","['Goalkeepers in International Football', '', '', '', '', '', '', '', '', '']","[', he mainly served as a back up to dino zoff , and was a member of the italy national football team that won the 1982 fifa world cup , also taking part at the 1978 fifa world cup and uefa euro 1980 . after retiring he became a notable', 'his career with australian club apia leichhardt in 1988 . at international level , he won the 1982 fifa world cup with the italian national team , and also managed fourth place finishes at the 1978 fifa world cup and uefa euro 1980 . with 23 official goals , he', 'a member of the brazilian national team .']"
67,88,67_world cup_world_championships_women,"['world cup', 'world', 'championships', 'women', 'world championships', 'cup', 'cycling', 'won', 'road', 'road race']","['Cycling World Cup and Championships', '', '', '', '', '', '', '', '', '']","['made her world cup debut in march 2013 . as of april 2014 , her best world cup finish is 19th , at sierra nevada in 2012 13 . her best world cup overall finish in halfpipe is 36th , in 2013 14 .', 'her world cup debut in february 2007 . as of january 2015 , her best finish at a world cup event is 4th . her best world cup overall finish in aerials is 10th , in 2010 11 and 2011 12 .', ""she competed in the women 's team pursuit . on the road she won as a junior the silver medal in the road race at the 2008 junior world championships . at the 2010 uci road world championships she competed in the women 's road race .""]"
68,85,68_norwegian_norway_telemark_church,"['norwegian', 'norway', 'telemark', 'church', 'politician', 'parish', 'ndelag', 'tr ndelag', 'hans', 'tr']","['Norwegian Politics and Churches', '', '', '', '', '', '', '', '', '']","['johan st lan ( born 30 march 1939 ) is a norwegian politician for the labour party . he served as a deputy representative in the norwegian parliament from s r tr ndelag during the terms 1977 1981 , 1981 1985 and 1985 1989 . on the local level st', 'per skj rvik ( born 16 may 1953 ) is a norwegian politician for the labour party . he served as a deputy representative in the parliament of norway from s r tr ndelag during the term 2005 2009 . on the local level skj rvik is mayor of rissa', 'steinar aspli ( born 14 december 1957 ) is a norwegian politician for the centre party . he served as a deputy representative to the norwegian parliament from nord tr ndelag during the term 1997 2001 . on the local level he is mayor of n r y municipality since']"
69,85,69_miss_pageant_beauty_miss universe,"['miss', 'pageant', 'beauty', 'miss universe', 'universe', 'model', 'titleholder', 'crowned', 'pageant titleholder', 'represented']","['Beauty pageant winners and representatives', '', '', '', '', '', '', '', '', '']","[""of canada . in december she competed in the miss world 2005 pageant , won by iceland 's unnur birna vilhj lmsd ttir . fabre did not place in either miss universe or miss world ."", 'amina dagi ( born amina mirzakhanova ( russian ) , born 12 february 1995 ) is a russian austrian model and beauty pageant titleholder who was crowned miss austria 2012 . she competed at the miss world 2012 pageant and was appointed miss universe austria 2015 after annika grill resigned', 'from miss universe 2015 due to competing at miss world 2015 . dagi then represented her country at the miss universe 2015 pageant .']"
70,84,70_festival_music festival_annual_music,"['festival', 'music festival', 'annual', 'music', 'festival held', 'held', 'festivals', 'redirect', 'page', 'fair']","['Music Festivals', '', '', '', '', '', '', '', '', '']","['the festival of fools is an annual street festival held in belfast , northern ireland , usually during the may bank holiday weekend . it first started in 2004 and includes performances from around the world . the festival is different from some other festivals in that performers are paid', 'the international percussion festival ( french festival international de percussions ) is an annual festival of percussion instruments in montreal , quebec , canada . the festival takes place on different places around montreal each july over a period of six days . the festival is a nonprofit organization presenting', ""the cygnet folk festival is a three day folk music festival held in cygnet in tasmania , australia , that is held annually on the second weekend in january . the festival has developed as one of the premier cultural events in tasmania 's arts calendar . every year on""]"
71,83,71_comic_comics_comic book_book,"['comic', 'comics', 'comic book', 'book', 'strip', 'artist', 'comic strip', 'marvel comics', 'marvel', 'book artist']","['Comic Book Artist Tony DiPreta and His Work', '', '', '', '', '', '', '', '', '']","[', ernie schroeder , washington correspondent jim atkins and b.k . taylor . its art director from 1961 until his death in 1967 was the noted comic book artist bob powell . in his book , american comic book chronicles 1960 1964 , comic book historian john wells comments ""', ""and he has received every major comic book industry award . in 2015 , miller was inducted into the will eisner award hall of fame . he created the comic book characters elektra for marvel comics' daredevil series , and the female version of the robin character , carrie kelly"", 'he contributed artwork and stories to many comic book publishers , including dc comics , marvel comics , archie comics , harvey comics , spotlight comics , and walt disney publishing . he illustrated the adventures of many famous characters including donald duck , roger rabbit , the flintstones ,']"
72,82,72_martial_mixed martial_martial artist_welterweight,"['martial', 'mixed martial', 'martial artist', 'welterweight', 'mixed', 'champion', 'fighting', 'ufc', 'mma', 'artist']","['Mixed Martial Arts Fighters', '', '', '', '', '', '', '', '', '']","[""johny hendricks ( born september 12 , 1983 ) is an american mixed martial artist and an accomplished former collegiate wrestler . he currently fights in the ultimate fighting championship 's welterweight division and is the former ufc welterweight champion . he is known for his very powerful punches ,"", 'gegard mousasi ( armenian , born 1 august 1985 ) , is a dutch mixed martial artist and kickboxer currently competing in the ultimate fighting championship . he is the former dream light heavyweight champion , former dream middleweight champion , former cage warriors world middleweight champion and the former', 'tarec robert saffiedine ( born 6 september 1986 ) is a belgian professional mixed martial artist who currently competes in the welterweight division of the ultimate fighting championship . a professional mma competitor since 2007 , saffiedine has also formerly competed for dream and strikeforce , and was the last']"
73,82,73_stadium_arena_home_chandler,"['stadium', 'arena', 'home', 'chandler', 'club', 'capacity', 'sports', 'venue', 'multi', 'centre']","['Football stadiums around the world', '', '', '', '', '', '', '', '', '']","['todor diev stadium ( bulgarian , "" "" ) is a football stadium in plovdiv , bulgaria , located in the south urban area of kichuk parizh . the stadium opened in 1926 as a multi sport venue of the domestic sport giant botev plovdiv . in 1949 the stadium', 'estadio sausalito ( spanish pronunciation sausa lito sausalito stadium ) is a multi purpose stadium in vi a del mar , chile . it is currently used mostly for football matches and is the home ground of cd everton . the stadium holds 22 , 360 people , was built', 'hiiu stadium ( estonian hiiu staadion ) is a multi purpose stadium in tallinn , estonia . the stadium and the administration building are owned by n mme district and are operated by n mme sport centre ( n mme spordikeskus ) . it is used mostly for football matches']"
74,81,74_species_fish_genus_cichlids,"['species', 'fish', 'genus', 'cichlids', 'family', 'sea', 'small', 'molluscs', 'water', 'prey']","['Marine and Freshwater Species', '', '', '', '', '', '', '', '', '']","['malacosteus niger is a species of fish in the family stomiidae , the barbeled dragonfishes . it is known by the common names northern stoplight loosejaw , lightless loosejaw , black loosejaw , and black hinged head . it lives in oceans around the world from tropical to subarctic waters', 'cichla is a genus of cichlids native to freshwater habitats in tropical south america , but a few species have been introduced to regions outside their native range . the genus includes several species valued as game fish , collectively known as peacock bass , and is also of interest', 'docimodus evelynae is a species of fish in the cichlidae family . it is endemic to lake malawi it is widespread in the lake and found in malawi , mozambique , and tanzania . this species has unusual feeding habits it feeds upon the flank scales of cichlids or cyprinids']"
75,81,75_skater_figure_russian_competed,"['skater', 'figure', 'russian', 'competed', 'skating', 'figure skater', 'champion', 'medalist', 'speed skater', 'winter olympics']","['Figure Skating Champions', '', '', '', '', '', '', '', '', '']","['irina nikolayevna yegorova ( russian , born 8 april 1940 ) is a russian speed skater who competed for the soviet union at the 1964 and 1968 winter olympics . in 1964 she won the silver medal in the 500 and 1000 m events . four years later she finished', 'marion krijgsman ( born 8 march 1973 ) is a dutch former competitive figure skater . she is the 1999 crystal skate of romania bronze medalist and a four time dutch national champion . she competed at ten isu championships , achieving her best result , 17th , at the', 'renata baierov is a former competitive figure skater who represented czechoslovakia . she is the 1979 ennia challenge cup champion , 1979 prague skate silver medalist , and 1979 prize of moscow news bronze medalist . she competed at six isu championships , finishing in the top ten at the']"
76,79,76_greek_pyrrhus_trojan_son,"['greek', 'pyrrhus', 'trojan', 'son', 'greek mythology', 'bellerophon', 'iobates', 'mythology', 'zeno', 'emperor']","['Greek Mythology Figures', '', '', '', '', '', '', '', '', '']","['in greek mythology the name andraemon n dri m n ( ancient greek , andraim n ) may refer to andraemon , son of oxylus and husband of dryope . andraemon , father of oxylus and thus grandfather of the precedent . andraemon , husband of gorge and by her', 'in greek mythology , iobates a b ti z or jobates d b ti z ( greek ) was a lycian king , the father of antea and philonoe . ( this iobates is sometimes named amphianax . ) bellerophon was sent into exile to the land of king iobates', 'in greek mythology , the name hypsenor ( ) may refer to hypsenor , a trojan priest , son of dolopion , killed by eurypylus . hypsenor , son of hippasus , fought under antilochus and was killed by deiphobus . hypsenor , a son of neleus and chloris .']"
77,79,77_rugby_rugby union_new zealand_zealand,"['rugby', 'rugby union', 'new zealand', 'zealand', 'union player', 'rugby league', 'union', 'wales', 'rfc', 'zealand rugby']","['Rugby players from New Zealand and Wales', '', '', '', '', '', '', '', '', '']","['donald "" don "" gullick ( 22 november 1924 14 april 2000 ) was a welsh rugby union and professional rugby league footballer of the 1950s , and rugby league coach of the 1950s and \'60s , playing club level rugby union ( ru ) for pontypool rfc , and', 'david "" dai "" jenkins , jr . was a welsh rugby union and professional rugby league footballer of the 1930s and 1940s , playing club level rugby union ( ru ) for cardiff rfc , and playing representative level rugby league ( rl ) for great britain , and', 'thomas rangiwahia ellison , also known as tom ellison or tamati erihana ( c . 1867 2 october 1904 ) was a new zealand rugby union player and lawyer . he led the first new zealand representative rugby team organised by the new zealand rugby football union ( nzrfu )']"
78,77,78_coach_head_football_college,"['coach', 'head', 'football', 'college', 'compiling', 'basketball', 'head football', 'served head', 'football coach', 'record']","['American Football Coaches', '', '', '', '', '', '', '', '', '']","['1917 1918 ) , compiling a career college football record of 24 13 3 . best was also the head basketball coach at purdue for one season in 1901 1902 , tallying a mark of 10 3 .', 'kemper winsborough yancey ( june 2 , 1887 february 17 , 1957 ) was an american football player and coach . he served as head football coach at hampden sydney college in 1910 and at the university of virginia in 1911 , compiling a career college football record of 12', 'glen carlton gray ( december 27 , 1888 june 7 , 1921 ) was an american football player and coach . he served as the head football coach at oberlin college from 1911 to 112 and at washburn university from 1913 to 1915 , compiling a career record of 24']"
79,76,79_nascar_series_racing_driver,"['nascar', 'series', 'racing', 'driver', 'races', 'busch', 'stock car', 'car', 'cup series', 'racing driver']","['Nascar Drivers and Races', '', '', '', '', '', '', '', '', '']","['kelly bires ( born august 25 , 1984 ) is an american professional stock car racing driver . he most recently drove part time for go green racing in the nascar sprint cup series and nationwide series . previously , bires drove competitively for jtg daugherty racing , jr motorsports', 'jerry marquis ( born february 14 , 1956 ) is a former nascar driver who competed in the nascar busch series the nascar craftsman truck series , the nascar busch north series and the nascar featherlight modified series . he is from broad brook , connecticut . marquis has won', 'charles robert "" bobby "" hamilton , sr . ( may 29 , 1957 january 7 , 2007 ) was an american stock car racing driver . a driver and owner in the nascar craftsman truck series circuit and the winner of the 2004 nascar craftsman truck series ( now']"
80,76,80_tennis_tennis tournament_tournament_atp,"['tennis', 'tennis tournament', 'tournament', 'atp', 'tournament played', 'courts', 'tour', 'played outdoor', 'professional tennis', 'edition tournament']","[""Professional Women's Tennis Tournaments"", '', '', '', '', '', '', '', '', '']","[""the 2013 open gdf suez de biarritz was a professional tennis tournament played on outdoor clay courts . it was the eleventh edition of the tournament which was part of the 2013 itf women 's circuit , offering a total of 100 , 000 in prize money . it took"", ""the 2013 fsp gold river women 's challenger was a professional tennis tournament played on outdoor hard courts . it was the second edition of the tournament which was part of the 2013 itf women 's circuit , offering a total of 50 , 000 in prize money . it"", ""the 2013 reinert open was a professional tennis tournament played on outdoor clay courts . it was the sixth edition of the tournament which was part of the 2013 itf women 's circuit , offering a total of 50 , 000 in prize money . it took place in versmold""]"
81,76,81_governor_politician_alem_caro,"['governor', 'politician', 'alem', 'caro', 'mexican', 'mexico', 'villagra', 'mayor', 'juan', 'spanish']","['Political figures from Mexico and Argentina', '', '', '', '', '', '', '', '', '']","['miguel alem n velasco ( born march 18 , 1932 in veracruz ) is a mexican politician , businessman and philanthropist . he is a former senator and governor of veracruz . alem n velasco is the son of former mexican president miguel alem n vald s ( 1946 52', 'jos mar a caro mart nez ( spanish pronunciation xo se ma ia ka o ma tine 1830 11 november 1916 ) was a chilean politician and civil servant . in may 1894 , he was unanimously elected as the first mayor of the commune of pichilemu , along with', 'c sar ambrosio gioja ( born 10 february 1945 , san juan ) is an argentine justicialist party politician . he sits in the argentine senate representing san juan province in the majority block of the front for victory . gioja qualified as a teacher from secondary school and as']"
