Topic,Count,Name,Representation,Llama2,Representative_Docs
71,87,71_slim jim_jim_snack_slim,"['slim jim', 'jim', 'snack', 'slim', 'sticks', 'taste', 'expiration', 'snack sticks', 'healthier', 'date']","['Slim Jim Snack Sticks: Taste, Expiration, and Healthier Options', '', '', '', '', '', '', '', '', '']","['slim jim snack sticks this is a good product and is very tasty , as long as the box has not been tampered with . some people tend to open the box and eat a few while in transit i suspect . they are just that good a snack .', 'slim jim snack sticks if you are a fan of slim jim , buying this package is perfect . each slim jim is packed in a small , snack sized plastic wrap and the price is really great for the 100 slim jims this package offers . with that said', 'slim jim snack sticks i receive today my order of slim jim , but i feel bad because i did not receive what i order 1 i order the slim jim perfect on the go snack ( 100 ) counts and a weight of 3 pounds , the wording perfect']"
72,86,72_scent_smell_flowery_scents,"['scent', 'smell', 'flowery', 'scents', 'fragrance', 'floral', 'musk', 'subtle', 'men', 'perfume']","['Perfume reviews and scent descriptions', '', '', '', '', '', '', '', '', '']","[""on my skin ! it 's a wonderful scent with a hint of floral and a hint of sexy , underscored by a slight muskiness that is n't overwhelming at all . the scent is feminine without being overly flowery , and i would highly recommend it to anyone !"", 'could get annoying if you \'re not a fan of the scent . as far as i \'m aware , no one else could smell it on me , either , which is good , because i \'m not of the school of "" well , i like this scent', 'i smelled it , it smelled like a guys scent . its disappointing . but when i smelled it twice , it changes my judgement to the perfume . its actually calming , yet awakening . for me , its not a girly flowery scent , its like a lady']"
73,85,73_treats_dog treats_dog_treat,"['treats', 'dog treats', 'dog', 'treat', 'zuke', 'biscuits', 'dogs', 'training', 'liver', 'freeze dried']","['Dog Treats and Training', '', '', '', '', '', '', '', '', '']","['pro treat beef liver , freeze dried dog treats we have been using these dog treats for a long time . the dogs love them a lot ! you cannot go wrong with these because they are all natural . the only thing that i would say is a little', ""zuke 's mini naturals dog treats these are excellent treats for training . they are the perfect size and you can put them in your pocket without worrying about your pocket smelling like dog treats or leaving crumbs behind . my dog likes all three flavors . the treats do"", 'blue dog bakery natural low fat dog treats , assorted flavors , 20 ounce boxes ( pack of 6 ) these dog treats are wonderful . i have two shelties and my daughter has two shiba inus . all four just love these cookies . all i have to say']"
74,81,74_feeder_pet feeder_food_automatic pet,"['feeder', 'pet feeder', 'food', 'automatic pet', 'pet', 'dish', 'timer', 'automatic', 'vittles vault', 'vittles']","['Automatic Pet Feeders', '', '', '', '', '', '', '', '', '']","[""petmate lebistro portion control automatic pet feeder , black , 4.2 pounds i purchased this to keep my cat from waking me up at 5 00 am wanting to be fed . it is somewhat difficult to program . the instructions were n't that helpful . once it was program"", ""petmate lebistro portion control automatic pet feeder , black , 4.2 pounds nicely designed , works well ... setup is a little tedious but you 'll get it done after several tries"", ""petmate lebistro portion control automatic pet feeder , black , 4.2 pounds i 've owned the feeder for a year now and despite the awkward programming , it 's a great product , very reliable . i have no fear of leaving my cats for the weekend with it .""]"
75,80,75_amazon_amazon com_com_buy,"['amazon', 'amazon com', 'com', 'buy', 'store', 'buy store', 'shops', 'hawaii', 'address', 'order']","['Online shopping at Amazon', '', '', '', '', '', '', '', '', '']","[""to buy . only amazon . com had this excellent product available . could n't find it in my area ."", ""amazon . com i love this invention ! ! i so wanted to stop every single person i saw hauling lugging around a car seat about this product ! it 's a smooth ride , pulls easily , my little man loved it ... it was easy to push forward"", 'so thankful that amazon . com had exactly the items i was looking for . my first experience with amazon . com was very pleasant , and i will utilize amazon . com again in the future .']"
76,79,76_toothpaste_whitening_teeth_mouthwash,"['toothpaste', 'whitening', 'teeth', 'mouthwash', 'enamel', 'mint', 'dental', 'fluoride', 'listerine', 'crest']","['Toothpaste and Whitening Options', '', '', '', '', '', '', '', '', '']","['this toothpaste helps save your enamel making your teeth whiter without being too rough on them .', ""squigle enamel saver toothpaste this toothpaste does a good job cleaning and whitening my teeth without giving me any tooth pain . i 've read that normal toothpastes can actually make your teeth more yellow by scraping off the enamel and revealing the yellow colored dentine beneath the enamel ."", ""plus white xtra whitening every day whitening toothpaste with tartar control , cool mint , 3.5 oz ( 100 g ) , ( pack of 6 ) this is my favorite whitening toothpaste ( i 've tried so many ) what a great deal this was !""]"
77,79,77_soup_pack 12_ounce_cans pack,"['soup', 'pack 12', 'ounce', 'cans pack', 'ounce cans', '12', 'cans', 'noodle', 'pack', 'beans']","['Soup Pack Essentials', '', '', '', '', '', '', '', '', '']","['wolfgang puck organic french onion soup , 14 . 5 ounce cans ( pack of 12 ) i use this as the base for a fabulous oven baked delight . i never just use the soup alone ... i toast up an english muffin or some nice crusty bread and', ""amy 's organic fire roasted southwest vegetable soup , 14 . 3 ounce cans ( pack of 12 ) we boil some tri color vegetable rotini add this soup to the drained pasta and add a large can of pre cooked ckicken . makes a tasty casserole . add cheese"", ""wolfgang puck organic creamy tomato soup , 14 . 5 ounce cans ( pack of 12 ) my favorite soup and its' not sold in any stores where i live . so buying it on amazon is the best !""]"
78,79,78_door_petsafe_flap_pet door,"['door', 'petsafe', 'flap', 'pet door', 'cat door', 'pet', 'install', 'wall', 'doors', 'doorbell']","['Pet door installation and repair', '', '', '', '', '', '', '', '', '']","['petsafe pet door replacement flap this is the correct replacement flap for the petsafe large dog door . worked fine and the door is like new .', 'removed the back door to install the dog door into it , and then replaced the back door on its hinges . ) i wish i had bought this door four years ago back when my german shepherd was a little fuzzball . update', 'the dog out , this is not your door .']"
79,79,79_waterpik_flosser_waterpik ultra_floss,"['waterpik', 'flosser', 'waterpik ultra', 'floss', 'ultra', 'water', 'flossing', 'dental', 'teeth', 'woven']","['Waterpik Ultra Water Flosser - A Game Changer for Healthy Teeth', '', '', '', '', '', '', '', '', '']","['waterpik ultra water flosser this product is absolutely the best ! i love all the features and the variable water pressures . great for the teeth and gums ! waterpik ultra dental water jet', 'waterpik ultra water flosser i purchase a ultra water flosser and and i am so happy i recommend to everybody that want to keep a healthy teeth floss never be so easy', 'waterpik ultra water flosser i have never used a waterpik before and wonder why not this is a great product ! since i am not coordinated enough to do a good job with regular floss , this is perfect for me . i seriously am getting addicted to using this']"
80,78,80_bag_diaper bag_diaper_skip hop,"['bag', 'diaper bag', 'diaper', 'skip hop', 'hop', 'dude', 'skip', 'pocket', 'weekender', 'canvas']","['Diaper Bag Options', '', '', '', '', '', '', '', '', '']","[""diaper dude diaper bag my husband did n't like using my diaper bag , so this is a great bag with a lot of pockets to carry all the essentials . now when he 's out by himself with the baby he 's got a great looking bag that is"", ""navy eddie bauer weekender diaper bag i 'm a mom of a 7 month old and am looking for a different diaper bag . i find this bag a bit burdensome . the feature of the fold out changing pad makes the bag bulky , and my growing daughter no"", 'diaper dude diaper bag i bought this as mine and my husbands diaper bag . i wanted to get something that he would be ok with carrying around ... but as it turned out he rarely carried it since we mostly went places while he was working . i thought']"
81,77,81_wipes_wipe_baby wipes_warmer,"['wipes', 'wipe', 'baby wipes', 'warmer', 'seventh generation', 'seventh', 'wipes warmer', 'generation', 'clear baby', 'free clear']","['Parenting products: Seventh Generation baby wipes', '', '', '', '', '', '', '', '', '']","[""seventh generation free clear baby wipes these wipes do have kind of a bad smell to them even though they are unscented . my husband ca n't stand it but i can deal with it . but , the wipes are a good size and they are nice and soft"", ""seventh generation free clear baby wipes i love these wipes over the usual name brand wipes . my son 's rashes have cleared up and he seems less sensitive when we use these wipes . great product , thanks !"", ""the wipes . it is so hard to find the perfect non toxic wipe . i 've tried tushies wipes . i like their ingredients but the wipes themselves are a little rough . these seventh generation wipes are much softer on my baby 's bottom . one other thing""]"
82,76,82_sound_marpac_ds_speed,"['sound', 'marpac', 'ds', 'speed', 'dual', 'noise', 'sleepmate', 'conditioner', 'white noise', 'fan']","['Marpac DS Dual Speed Sound Conditioner - White Noise Solution', '', '', '', '', '', '', '', '', '']","['marpac dohm ds dual speed sound conditioner i bought two of these , one as a gift and one for my home , when they were delivered to my office , i plugged one in to try it out . after 6 months i have never taken it home !', ""marpac dohm ds dual speed sound conditioner the marpac sleepmate really helps me sleep when there 's tv chatter coming through the bedroom wall from my neighbors . it hums away at a steady pitch and volume that i chose . it emits a soothing sound that actually lulls me"", 'marpac dohm ds dual speed sound conditioner great product . get the 2 speed since you can adjust the white noise when necessary . it may seem a pit pricey , but worth every penny .']"
83,75,83_deodorant_crystal_crystal body_deodorants,"['deodorant', 'crystal', 'crystal body', 'deodorants', 'body deodorant', 'antiperspirant', 'sweat', 'lavilin', 'deodorant crystal', 'crystal stick']","['Best Deodorants for Sensitive Skin', '', '', '', '', '', '', '', '', '']","['herbal clear natural deodorant clear aloe fresh ( 2 . 65 oz ) this deodorant combines two things that i find most important in a deodorant . i live in south louisiana and garden year round . this product works in my hot climate . also , this deodorant does', ""crystal body 30063 crystal body deodorant , 2 . 25 ounce roll ons in 3 count packages ( pack of 2 ) best deodorant i 've ever used . it succeeds where every deodorant has failed in some major aspect . there are tons of overwhelmingly positive reviews believe the"", ""crystal body deodorant crystal body deodorant at first i was n't terribly impressed with the crystal rock deodorant , but now that i know how to use it , i 'm quite satisfied ! you ca n't put this on like regular deodorant i tried , it did n't work""]"
84,75,84_epilator_elle_braun_hair remover,"['epilator', 'elle', 'braun', 'hair remover', 'hairs', 'silk', 'hurt', 'waxing', 'needle', 'se3170']","['Hair removal with Braun epilators', '', '', '', '', '', '', '', '', '']","[""braun 5270 x'elle body system epilator i just received my epilator 2 days ago , i used to be a regular waxer cause i loved the smooth skin after waxing but it hurted me a lot , so i tried shaving for a while but it was not satisfactory for"", ""braun 5270 x'elle body system epilator this is the first epilator i 'd used . i think it was mostly the reputation they had for being painful that kept me away . in any case , i could n't be happier with this product . i do n't mean to"", 'braun 5270 x\'elle body system epilator rather than write a book here ... click "" see all my reviews "" to get my reivew on the 20 tweezer model of braun epilator . everything there ... applies here , except this one has 40 tweezers . then ... first of']"
85,73,85_stethoscope_littmann_3m_28 inch,"['stethoscope', 'littmann', '3m', '28 inch', 'prestige', 'littman', 'adc', 'matching carrying', 'sphygmomanometer', 'carrying case']","['Stethoscopes and Medical Equipment', '', '', '', '', '', '', '', '', '']","['3m littmann classic ii s.e . stethoscope , orange tube , 28 inch , 2812 i continue to buy this product when the current stethoscope tubing becomes stiff . i have owned about 4 or 5 since medical school in 1981 .', '3m littmann lightweight ii s.e . stethoscope , burgundy tube , 28 inch , 2451 stethoscope very light . easy to use . can hear really well using the product . very tight eartips though .', '3m littmann classic ii s.e . stethoscope , orange tube , 28 inch , 2812 i love the product . the stethoscope was in excellent condition . i recieved it in timely manner and i save . thank you .']"
86,72,86_sauce_sauces_spicy_texas,"['sauce', 'sauces', 'spicy', 'texas', 'hot', 'mango', 'pete', 'fischer', 'ginger', 'dipping']","['Spicy sauces and their flavors', '', '', '', '', '', '', '', '', '']","[""fischer wieser mango ginger habanero sauce , 21 oz bottles ( pack of 6 ) this sauce has a nice heat level to it if you 're not looking for a burn your mouth kinda kick . the sweetness combined with the ginger is just a little too much for"", 'fischer wieser mango ginger habanero sauce , 21 oz bottles ( pack of 6 ) i really enjoyed thefischer wieser razzpotle roasted raspberry chipotle sauceso i was looking forward to trying the mango ginger habe ntilde ero sauce . this sauce tastes good , and will be put to good', ""dave 's gourmet roasted garlic hot sauce 5 oz i bought this sauce , because i received some of his regular hot sauce in iraq , in a care package . for anyone who loves hot sauce , daves is a good sauce , but it 's a little pricey""]"
87,71,87_batteries_battery_battery pack_included,"['batteries', 'battery', 'battery pack', 'included', 'rechargeable battery', 'adapter', 'rechargeable', 'aa', 'tyco', 'charge']","['Toy Battery Inclusions and Rechargeability', '', '', '', '', '', '', '', '', '']","['tyco r c cars lightning mcqueen 1 16 this is a great toy , but it needs batteries it would be great if the car included a rechargeable battery .', ""box , you 'll get instruction booklets , a box of accessorys , a box of 6 mm bb pellets , safety plug , 9v alkaline battery ( for controller ) and a rechargeable battery pack for the tank . it does not state how long to charge the battery"", 'tyco r c tmh flexpak rechargeable battery with charger i would like to be able to rate this toy but i this brings "" batteries not included "" a new meaning . grandma bought this for my 6 year old son for x mas . i seen batteries not included']"
88,71,88_sleep_meditation_insomnia_asleep,"['sleep', 'meditation', 'insomnia', 'asleep', 'brain', 'fall asleep', 'biofeedback', 'sleeping', 'able sleep', 'night']","['Difficulty Falling Asleep', '', '', '', '', '', '', '', '', '']","['the same kind of sleep , but is way too light .', 'this may just be coincidental for the last 3 nights i have literally slept like the dead . i normally wake up several times during the night to run to bathroom then if able to get back to sleep , takes forever and i sleep fitfully , some nights not', 'sleep md iovate natural sleep formula , 60ct ( 2 pack ) i did not like this product at all . it did not help me fall asleep any faster than usual . when i did fall asleep , i kept waking up every hour or so . then i']"
89,70,89_cat_contech_deterrent_catstop,"['cat', 'contech', 'deterrent', 'catstop', 'outdoor cat', 'cats', 'ultrasonic', 'contech stayaway', 'pet deterrent', 'stayaway']","['Effectiveness of Contech CatStop Ultrasonic Outdoor Cat Deterrent', '', '', '', '', '', '', '', '', '']","['contech catstop ultrasonic outdoor cat deterrent a total waste of money . the so called 34 cat deterrent 34 did not deter any of the 25 cats that 34 visit 34 our home .', ""contech catstop ultrasonic outdoor cat deterrent i initially wanted to purchase the contech scarecrow to ward off the half a dozen rabbits that chose to make my yard their home . but my yard is a weird l shape and i did n't want to deal with running a hose"", ""contech catstop ultrasonic outdoor cat deterrent i ordered several and 2 were defective when i received them . however , amazon was very good about replacing them . they work very good . no cat 's in sight . no more cat poop in the yard . if you aim""]"
90,69,90_bags_bag_trash_garbage,"['bags', 'bag', 'trash', 'garbage', 'garbage bags', 'tie', 'trash bags', 'gallon', 'refill', 'trash bag']","['Garbage Bags and Trash Bag Refills', '', '', '', '', '', '', '', '', '']","['hefty cinch sak extra large , 33 gallon trash bags , case pack , six 20 count boxes ( 120 bags ) amazon notes that these bags are easy to life and carry and they are right . the black color of the bags helps to make your refuse more', 'bags on board bone dispenser with 30 refill bags i think i have grocery bags and newspaper bags stuffed in pockets of every coat i own hooking this to the dogs leash ends all of that , because wherever you have the dog , you have the bags you need', 'glad quick tie large trash bags , 30 gallon , 40 count bags , ( pack of 4 ) these are the best trash bags for the price and quality . we have been using these for about a year now , and none ( none ! ) of the']"
91,68,91_skin_redness_moisturize_oil,"['skin', 'redness', 'moisturize', 'oil', 'sensitive skin', 'borage', 'sensitive', 'moisturizer', 'face', 'elbows']","['Sensitive Skin Moisturizing Products', '', '', '', '', '', '', '', '', '']","[""! i have really sensitive skin and this stuff does n't bother me at all . in fact , i was recently sick with a cold and my nose got really raw from blowing it . i actually put some of the pecan pie one on my nose , ("", ""! i have really sensitive skin and this stuff does n't bother me at all . in fact , i was recently sick with a cold and my nose got really raw from blowing it . i actually put some of the pecan pie one on my nose , ("", ""! i have really sensitive skin and this stuff does n't bother me at all . in fact , i was recently sick with a cold and my nose got really raw from blowing it . i actually put some of the pecan pie one on my nose , (""]"
92,68,92_train_track_train set_trains,"['train', 'track', 'train set', 'trains', 'tracks', 'set', 'electric train', 'engine', 'express', 'cars']","['Train Sets and Tracks', '', '', '', '', '', '', '', '', '']","['holiday express animated electric train set i bought this train 4 or 5 years ago for the enjoyment of the family . every xmas it was under the tree . this year my grandson wanted a train and to my suprise i found the same train at a lower price', 'life like trains ho scale holiday rails electric train set 8198 "" santa "" brought this train to my son , who was very happy with the great gift . it seems fairly well made for the price , the engine and cars are sturdy , the track is easy', 'grand canyon express remote control train set g scale i initially bought this toy train set to use as a stylish christmas decoration rather than as an operational train set . primarily i was looking for table top or mantle piece item that would remind me of the train sets']"
93,68,93_plush_aurora_giraffe_stuffed,"['plush', 'aurora', 'giraffe', 'stuffed', 'melissa doug', 'melissa', 'doug', 'aurora plush', 'cute', 'lion']","['Stuffed Animal Reviews', '', '', '', '', '', '', '', '', '']","['aurora plush 28 "" super esmeralda super flopsie we returned this stuffed dog which was not at all floppy but very stiff and hard . it was also not very cute in person', ""melissa doug elephant plush this arrived in great shape from the seller and was an excellent buy . just as described , this plush toy has a wire frame to it so while its plush , it stands upright . i 'm sure this feature will be of great interest"", 'aurora world 12 "" emperor mama and baby penguin it is well made and extremely plush . and it is very cute . what else can i say about a stuffed animal ?']"
94,68,94_chair_high chair_booster_booster seat,"['chair', 'high chair', 'booster', 'booster seat', 'chairs', 'high', 'tray', 'healthy care', 'care deluxe', 'price healthy']","['Parenting Essentials: Booster Seats', '', '', '', '', '', '', '', '', '']","[""fisher price healthy care deluxe booster seat we bought this chair to have at grandma 's house and for other outings since it is much easier to transport than our full size chair . i never expected i would like it as much as i do . i 'm seriously"", 'fisher price healthy care deluxe booster seat this booster seat is great . its portable and we have taken it on travel and to grandmas . its easy to get the tray on and off as well .', ""fisher price healthy care deluxe booster seat i love this chair . we never bought a high chair , just used this all the way . my daughter is now 1.5 years old and still loves it . i do n't use the other two extra trays since the brown""]"
95,67,95_britax_seat_car seat_car,"['britax', 'seat', 'car seat', 'car', 'marathon', 'roundabout', 'convertible car', 'convertible', 'seats', 'booster']","['Britax Car Seats', '', '', '', '', '', '', '', '', '']","['britax decathlon convertible car seat , onyx we got two britax car seats for both our cars . one car seat went in quickly , about 30 minutes . the second seat was a mess . the hold down straps were reversed . it took a little while to figure', 'britax marathon convertible car seat , cowmooflage we love this car seat ! we originally had the same seat in the onyx material ( which we liked alot ) but after a major car accident we needed to replace the seat ( thank g d we were all fine and', ""britax marathon convertible car seat houndstooth after our son out grew his graco snug ride infant car seat . we started to research convertibles car seats . the britax marathon 's name came up in every online forum as well as writing reviews giving this seat very high ratings .""]"
96,66,96_ear_plugs_ear plugs_earplugs,"['ear', 'plugs', 'ear plugs', 'earplugs', 'ears', 'mack', 'sound', 'flents', 'noise', 'protection']","['Ear Plug Reviews and Noise Protection', '', '', '', '', '', '', '', '', '']","['leight sleepers ear plugs 5 pr these ear plugs were very comfortable and reduced noise significantly . i also like the carrying case provided to keep them clean .', '. i \'ve tried other ear plugs but they really hurt my ears a lot ! i gave up on the idea of ear plugs altogether . until i googled "" best ear plugs for snoring "" and ohropax came up . seriously , i was ready to pay up', ""water going into your ear . the ear plugs that work well for swimming are these aqua sphere conical swimmers ear plugsnoise my significant other snores , so i 've become an expert on ear plugs . i have tried quite a few of them and mack 's earokugs is""]"
97,66,97_hair_growth_grow_brylcreem,"['hair', 'growth', 'grow', 'brylcreem', 'thinning', 'hair grows', 'hair grew', 'grows', 'thinning hair', 'pills']","['Hair growth supplements', '', '', '', '', '', '', '', '', '']","[""but i 'm hooked on that to but anyway my hair also grew around my edges where it was no hair relaxed 3 , four days ago and i 'm staying on these mirical pills . ps . my whole family have hair down their backs so my hair grows"", 'supplement . i have only been taking these pills for about two weeks so its way to soon to tell if they are actually promoting hair growth or if there just placebo pills . but since hair grows 1 2 inch per month i will continue to take biotin for', 'fast grow ethnic hair growth enhancer before , my hair was dry and hard , did not grow like i wanted it ( which is faster than it was ) after a month taking this product i noticed my hair softer my new growth was soft too and i can']"
98,64,98_glasses_reader_lens_readers,"['glasses', 'reader', 'lens', 'readers', 'lenses', 'reading glasses', 'connect', 'adjustable', 'strength', 'reading']","['Reading Glasses: Convenient and Durable Options', '', '', '', '', '', '', '', '', '']","['clic adjustable front connect reader , 2 . 00 strength these reading glasses are very convenient , especially for those over 40 types just losing their near vision . easy on , easy off , and frequently strangers will say "" do that again cool . ""', 'mb1017 reading glasses w spring hinge and subtle stylish stripe the glasses were reasonably priced and it is hard to get this strength reading glasses over the counter . the only downside is the size of the glasses . they are so small that they remind me of the 1', 'clic adjustable front connect reader , 2 . 00 strength i have been using clic reading glasses for about 8 yrs . i amon my 5th pair only because i others have expressed a desireto buy my old ones ... these glasses are grandkid proof too . to this day']"
99,64,99_mascara_pencil_lashes_eyeliner,"['mascara', 'pencil', 'lashes', 'eyeliner', 'ecco bella', 'ecco', 'lash', 'bella', 'contacts', 'eyelashes']","['Natural and hypoallergenic makeup products from Ecco Bella', '', '', '', '', '', '', '', '', '']","['ecco bella flowercolor natural mascara black 0 . 38 oz was or my wife her favorite brand . she has multiple foods ngredients allergies , and this brand of mascara works for her .', 'ecco bella flowercolor natural mascara black 0 . 38 oz this mascara is everything i wanted . the shade is in a very hard to find brown . as a light brunette who is very pale , i look like a goth hooker in black mascara . the shade is', 'ecco bella natural soft eyeliner pencil i have been using this mascara in both black and brown for over a year , it works great , seperates and lifts the lashes and the best part is the mascara is non toxic ! ! ! made with natural ingredients .']"
100,63,100_oil_shea_coconut oil_coconut,"['oil', 'shea', 'coconut oil', 'coconut', 'shea butter', 'butter', 'shea oil', 'virgin', 'cooking', 'extra virgin']","['Natural Oils for Skincare and Cooking', '', '', '', '', '', '', '', '', '']","['extra virgin coconut oil by garden of life 16 fl . oz . i purchased extra virgin coconut oil from information i had read online and from personal friends who told be about the benefits of using coconut oil . i have had positive results from using this product and', '! if you happen to use shea butter this oil can be used to whip your shea butter to a creamy consistency . some even mix their own serums , skincare products . this oil is perfect for that . in short this african shea oil is economical to use', 'in fiji who used coconut oil for cooking were the ones who could not afford cooking oil . food cooked in coconut oil tastes awful . if you are one of those people who have used coconut oil for cooking and did not notice any after taste then you did']"
101,63,101_cat_food_cats_vet,"['cat', 'food', 'cats', 'vet', 'eat', 'pellets', 'sprinkle', 'cat food', 'feeding', 'wet food']","['Cat Food Feeding Issues', '', '', '', '', '', '', '', '', '']","[""blorphing of food or just stomach juices which happenes with older cats , cats who sneak out and eat grass , or cats like cat the ripper who occasionally inhale too much dry food they love and forget to chew it well . in fact , we 've seen a"", 'until on the second day of operation . i went downstairs to check on the feeder and the cat . low and behold the cat had inserted his paw into the feeder spout and was shaking out cat food pellets . he would eat them and then repeat the operation', '. i then put my finger into the feeder spout and was able to shake the feeding device and get out cat food pellets . needless to say this was not what i was lead to believe in the product advertising . failure to make the feeder cat proof is']"
102,63,102_wahl_clipper_trimmer_oster,"['wahl', 'clipper', 'trimmer', 'oster', 'blade', 'beard', 'mustache trimmer', 'beard mustache', 'groomsman', 'mustache']","[' Wahl and Oster grooming tools', '', '', '', '', '', '', '', '', '']","['wahl 9918 6171 groomsman beard and mustache trimmer it is very loud , the attachments are also hard to take off . other then that it works good for the price .', 'wahl 9918 6171 groomsman beard and mustache trimmer the trimmer itself is a very good product and is in the tradition of the even better , fondly remembered old wahl trimmers . the attachments are , however , a disaster . they are made poorly and fit poorly , as', 'wahl 4 ounce clipper oil wahl equipment ( clipper ) , axiomatically should be lubricated by wahl blade oil . it is foolhardy to use any other oil than the one made by manufacturers of the clipper you are using . if you buy a wahl clipper like the wahl']"
103,62,103_norelco_philips norelco_philips_shaver,"['norelco', 'philips norelco', 'philips', 'shaver', 'bodygroom', 'norelco bodygroom', 'shaving', 'men shaving', 'speedxl', 'men shaver']","['Norelco Shavers: Performance and Reliability', '', '', '', '', '', '', '', '', '']","[""philips norelco 6423lc reflex plus corded men 's shaving system norelco has a better motor than others razors . better sharp teeth can improve it . i dislike norelcorecomendation to replace them once a year , at leastyou do n't need to discard the razor six months after ."", ""philips norelco 6423lc reflex plus corded men 's shaving system after using norelco shaver for 10 years i decided to buyan other shaver and it had to be norelco again because ofthe good performance and realability of the first norelcowhich is still is in good working condition ."", ""philips norelco 7110 cordless rechargeable shaver this shaver stinks . i 've used norelco 's before , and had a good experience with them . but with this one , i can go over the same area of my face over over and it still keeps missing those same 3""]"
104,62,104_noise_hear_volume_sound,"['noise', 'hear', 'volume', 'sound', 'sounds like', 'motor', 'unit', 'quiet', 'sounds', 'loud']","['Noisy Kitchen Appliance', '', '', '', '', '', '', '', '', '']","['then do not purchase this unit as it is a fountain with running water . not sure what you would expect from such a unit ? motor noise ? i have never heard the motor at all , except on one occasion . the reviews mentioning the motor noise are', 'noise ? noise has never been an issue . we keep the unit in our kitchen , which is near our living room . we have never had any annoying noise from the unit that disturbs us in any way . if you are a person who has to have', 'either running the unit dry or have a bad motor . you should not hear a motor like this running . if you do then you have something wrong . also , check your plastic pre filter . i did hear an odd noise from my motor one time 6']"
105,61,105_table_changing table_changing_drawers,"['table', 'changing table', 'changing', 'drawers', 'dresser', 'drawer', 'stork craft', 'stork', 'craft', 'drawer chest']","['Parenting Essentials: Changing Tables', '', '', '', '', '', '', '', '', '']","[""delta children 's products jenny lind changing table in white we bought this changing table ( cuz it was cheap ! ) back in 2002 .... we had a baby every may for three years ... and this changing table withstood everything ! from changing newborns , to toddlers climbing"", 'stork craft aspen changing table with drawer we ordered this table through walmart . com and recieved it in less than a week . the table looks beautiful once put together but we did have a small problem . the plastic dowels that are used to hold things together are', ""stork craft aspen combo dresser we got the crib , changing table and then the dresser . when putting this piece ( changing table ) together , there is a plastic piece that holds the backing ( aka cardboard together ) we overlooked this somehow do n't let it be""]"
106,61,106_gluten_gluten free_bread_mix,"['gluten', 'gluten free', 'bread', 'mix', 'free', 'bread mix', 'flour', 'wheat', 'free pantry', 'ounce boxes']","['Gluten-free baking products', '', '', '', '', '', '', '', '', '']","[""pamela 's products wheat free gluten free , amazing bread mix , 19 ounce packages delicious ! it 's the only one my son will eat because it 's soft and taste good !"", 'the gluten free pantry yankee cornbread mix , 12 ounce boxes ( pack of 6 ) my family likes these gluten free cornmeal muffins better than the non gluten free . a successful product ! kudos , gluten free pantry .', ""pamela 's products wheat free gluten free , amazing bread mix , 19 ounce packages i have been using this bread mix for over a year now and have not found anything that tastes better . it is the closest you can get to good bread texture and tastes somewhat""]"
107,60,107_set_lego_pieces_sets,"['set', 'lego', 'pieces', 'sets', 'building', 'building set', 'panels', 'ultimate', 'legos', 'build']","['Lego Building Sets for Kids', '', '', '', '', '', '', '', '', '']","[""lego ultimate building set 405 pieces ( 6166 ) what you see is what you get , no frills , but it 's a good starter set ."", 'lego ultimate building set 405 pieces ( 6166 ) this set of lego contains various kinds of pieces which can be used to create various things . since this is the basic model , it is great to start with . i think i bought a good one .', 'lego ultimate building set 405 pieces ( 6166 ) this was the first set of legos that we purchased for our kids . our kids loved it so much that we have purchased several other sets since then . this set includes 405 pieces and is a good set to']"
108,60,108_lipstick_lip_revlon_color,"['lipstick', 'lip', 'revlon', 'color', 'blush', 'lips', 'lip color', 'lustrous', 'clinique', 'gloss']","['Lipstick reviews and preferences', '', '', '', '', '', '', '', '', '']","['revlon super lustrous lipstick ( creme ) 61 cherries in the snow i ordered a lipstick for the first and last time from this company . i was very excited to receive my package so quickly only to be extremely disgusted and disappointed cause my lipstick is used ! !', 'revlon super lustrous lipstick pearl , . 15 ounces ( pack of 2 ) do you like lipstick ? but , do you find that your lipstick makes your lips dry , chapped , or crave doritos ? well , revlon superlustrous is for you ! it almost has a', 'clinique different lipstick i have worn clinique plum brandy lipstick for more than 15 years ! this is just the perfect shade for me and i love everything about this lipstick .']"
109,59,109_music_mozart_cube_munchkin,"['music', 'mozart', 'cube', 'munchkin', 'magic', 'plays', 'tune', 'annoying', 'songs', 'lullaby']","['Toy musical cube for babies', '', '', '', '', '', '', '', '', '']","[""munchkin mozart magic cube our son loves anything that plays music and when we heard about this toy we went out and bought it . he was 15 months old then and did n't seem to like it . he pushed the buttons afew times but mainly it just sat"", 'munchkin mozart magic cube my 15 month old son really loves this toy . the different instruments all chime in with a tune is really neat and it is quite durable as it gets dropped all the time . i like that it is bigger than i thought it would', 'munchkin mozart magic cube my 10 month old daughter loves this toy and we also like the music it plays . the music is soothing and not annoying like many other toys . also , it is a great size to travel with for road trips . definitely a toy']"
