Topic,Count,Name,Representation,Llama2,Representative_Docs
28,49,28_cents_brent_crude_barrel,"['cents', 'brent', 'crude', 'barrel', 'nymex', 'oil', 'september', 'futures', 'oct', 'nymex crude']","['Oil Prices and Futures', '', '', '', '', '', '', '', '', '']","['week alone.Crude oil prices in dollars per barrel: Aug 20 Aug 19 (close) (close) Dated Brent $21.35 $21.73 IPE London Brent futures (Oct) $20.43 $20.85 NYMEX light crude futures (Sept) $22.80 $23.26</', 'IPE Brent crude closed lower on Tuesday in a partial retracement of recent sharp gains and under pressure from the expiring Sept NYMEX crude contract, dealers said.Oct Brent closed down 42 cents at the session low of $20.54 a barrel posted in the last few minutes of trading.The expiring Sept', 'NYMEX crude contract shed 46 cents to end at $22.80 a barrel, trimming by nine cents the backwardation which has helped underpin Brent crude in recent weeks.The Oct Brent-WTI spread, under pressure earlier, recovered to close seven cents firmer at $1.69 a barrel. Traders said expectations of a build in']"
29,48,29_cargoes_fob_singapore_cargo,"['cargoes', 'fob', 'singapore', 'cargo', 'nwe', 'sulphur', 'oil', 'traders', 'tonne', 'trader']","['Global oil trading and prices', '', '', '', '', '', '', '', '', '']","['NWE oil products were weaker on Tuesday except for bouyant fuel oil barges, traders said.Naphtha slipped lower with crude futures. Buyers were prepared to pay around $185 cif NWE for Russian cargoes.Gasoline also fell as NYMEX futures fell back. Eurograde barges traded at $209.50 fob ARA from $205.50 in the', 'bids as high as quotes fob high +$9 fob Italy.In the north, a trading house looking for a cargo for delivery before September 10 was bidding at Sept IPE +$28 a tonne cif NWE. Fob premiums were pegged unchanged around Sept +$20 fob NWE.-- London Newsroom +44 171 542 5387</', 'morning.High sulphur fuel oil barges gained up to $2 to trade at $99 fob ARA amid strong buying, higher paper and firm crude. Cargoes did not follow suit.Gas oil was steady but some softness was seen. Bids of Sept IPE +75 cents were seen. -- London Newsroom +44 171 542']"
30,47,30_months ended_ended_income_1996 1995,"['months ended', 'ended', 'income', '1996 1995', 'loss', 'income loss', 'net', '1995', 'months', '1996']","['Financial statements and income analysis for various companies in 1996 and 1995.', '', '', '', '', '', '', '', '', '']","['CMC Industries, Inc. Condensed Consolidated Statements of Income (in thousands, except per share data) Three months ended Twelve months ended July 31, July 31, 1996 1995 1996 1995 Net sales $41,377 $33,604 $164,711 $144,303 Cost of sales 37,990 32,142 153,956 136,691 Gross Profit 3,387 1,462 10,755 7,612Selling, general and administrative', 'EVANS ENVIRONMENTAL CORP. Quarter Ended June 30, 1996 1995 Total revenues $1,265,045 $1,790,811 Operating income (loss) 639,176 (363,050)Income (loss) from continuing operations 617,072 (406,728) Discontinued operations 509,036 85,500 Net income (loss) 1,126,108 (321,228)Income (loss) per share from continuing operations 0.08 (0.15) Discontinued operations 0.07 0.03 Net income (loss) per share', 'SCHERER HEALTHCARE, INC. Unaudited Financial Summary (In thousands, except per share data) Three months ended June 30, 1996 1995 Net sales $9,059 $11,468 Operating income (loss) (74) 206 Income (loss) from continuing operations (14) 143 Loss from discontinued operations --- (326) Net loss (14) (183)Income (loss) from continuing operations per']"
31,46,31_parliament_police_parliament house_riot,"['parliament', 'police', 'parliament house', 'riot', 'banharn', 'mcrae', 'aborigines', 'house', 'king', 'bricks bottles']","['Riot at Australian Parliament', '', '', '', '', '', '', '', '', '']","['is seen falling to two percent from 4.2 percent and unemployment is projected to remain steady at 8.5 percent.About 150 Aborigines attacked police with bricks, bottles and stakes during a 20-minute confrontation at the old parliament house.One policewoman was repeatedly kicked and has been taken to hospital in a serious', 'and rhythm sticks. At one stage Aborigines tried to enter the nearby old parliament house, but were repelled by police in riot gear.About 150 Aborigines attacked police with bricks, bottles and stakes during a 20-minute confrontation at the old parliament house. One policewoman was repeatedly kicked and has been taken', 'and rhythm sticks. At one stage Aborigines tried to enter the nearby old parliament house, but were repelled by police in riot gear.About 150 Aborigines attacked police with bricks, bottles and stakes during a 20-minute confrontation at the old parliament house. One policewoman was repeatedly kicked and has been taken']"
32,46,32_cuban_cuba_united states_united,"['cuban', 'cuba', 'united states', 'united', 'states', 'cubans', 'pilot', 'washington', 'diplomats', 'diplomat']","['U.S.-Cuba relations', '', '', '', '', '', '', '', '', '']","['Cuba demanded on Tuesday that the United States hand back four Cubans who hijacked planes to flee the island, saying failure to do so could jeopardise existing immigration accords between the two countries.The Cuban Foreign Ministry criticised what it described as Washington\'s ""traditionally concealing and weak attitude"" towards such acts', ""U.S. diplomat, Robin Meyer, and Washington's retaliatory expulsion of a Cuban diplomat Monday.The expulsions added further tension to a relationship strained by Cuba's shooting down of two U.S. planes last February 24 and the introduction in March of U.S. legislation aimed at curbing foreign investment in Cuba.Cuba was angry that"", ""it was almost certainly her support for the dissidents that led to her being expelled.The U.S. government protested Meyer's expulsion and announced it was expelling a Cuban diplomat, Jose Luis Ponce, whose responsibilities at the Cuban Interests Section in Washington included handling press affairs. Cuba and the United States do""]"
33,46,33_crowns_million crowns_swedish_half,"['crowns', 'million crowns', 'swedish', 'half', 'weaker', 'profits', 'half year', 'profit', 'period', 'operating']","['Corporate earnings and economic trends in Sweden', '', '', '', '', '', '', '', '', '']","[""Swedish mining, metals and engineering group Trelleborg said Tuesday its earnings dropped sharply in the first half of the year as metals prices fell and the Swedish crown strengthened against other currencies.The group's net profits fell to 657 million crowns ($99 million) in the first half of 1996, a sharp"", 'drop from the 954 million crowns ($144 million) reported for the same 1995 period.Operating income for the period dipped to 10.62 billion crowns ($1.6 billion) from 11.10 billion ($1.67 billion).""The weaker economy, particularly on European markets, has led to weaker prices and lower volumes,"" Trelleborg said.The mining and metals unit', '954 million crowns reported for the same 1995 period.The comparison with the first half of 1995 was rendered less flattering by a positive restructuring item of 102 million crowns taken in the second quarter of 1995.Operating income for the period dipped to 10.62 billion crowns from 11.10 billion for the']"
34,45,34_suspect_bomb_investigation_smith,"['suspect', 'bomb', 'investigation', 'smith', 'martin said', 'olympic', 'martin', 'security', 'park', 'crime']","['Olympic Park Bombing Investigation', '', '', '', '', '', '', '', '', '']","['and more than 100 injured at downtown Atlanta\'s Centennial Olympic Park.Jewell, 33, who was hailed as a hero in the immediate aftermath of the bombing, remains a suspect in the FBI\'s investigation.""My conclusion was that he\'s totally innocent of any connection with that pipe bomb that went off in the', ""Olympic bomb suspect Richard Jewell passed a lie detector test in which he denied any involvement in the deadly July 27 attack, a polygraph expert hired by one of Jewell's attorneys said on Tuesday.Former Federal Bureau of Investigation agent Dick Rackleff said 15 hours of polygraph tests with Jewell on"", ""Olympic bomb suspect Richard Jewell passed a lie detector test in which he denied any involvement in the deadly July 27 attack, a polygraph expert hired by one of Jewell's attorneys said Tuesday.Former Federal Bureau of Investigation agent Dick Rackleff said 15 hours of polygraph tests with Jewell on Aug.""]"
35,41,35_rights_shares_company_preferred,"['rights', 'shares', 'company', 'preferred', 'fm', 'filings', 'shareholders', 'buy', 'common', 'abs']","['Corporate governance and shareholder rights', '', '', '', '', '', '', '', '', '']","[""Security Capital Industrial Trust said on Tuesday it has commenced a rights offering for shareholders to buy 6,787,806 common shares at a price of $17.25 per share.Security Capital's shareholders of record on August 30, 1996, will receive a dividend of one right for each share held, the company said.Twelve rights"", 'Longs Drug Stores Corp said Tuesday it had adopted a shareholders rights plan designed to deter hostile takeover attempts.Shareholders will receive one right for preferred stock for each common share held as of close of business on September 16.Each right will allow shareholders to buy one-hundredth of a newly issued', 'of preferred redeemable increased dividend equity securities, seven percent PRIDES, series convertible preferred stock, par value $1 per share.Filings under 13G are usually made by institutions and large investors with ""passive"" investment objectives in a company. In contrast with 13D filings, those reports do not list the latest transactions.</']"
36,41,36_yield_32_bills_treasury,"['yield', '32', 'bills', 'treasury', 'bond', 'lei', '00 million', 'auction', 'year note', 'pct']","['Treasury Bond Yields', '', '', '', '', '', '', '', '', '']","['667The 30-year U.S. Treasury bond was down 2/32 to yield 6.80 percent.</', ""two-year note ended unchanged at 100-17/32, its yield at 5.95 percent.Five-year notes ended unchanged at 101-8/32, yielding 6.33 percent.The 10-year note closed up 1/32 to 103-2/32, yielding 6.57 percent.The benchmark 6-3/4 30-year Treasury bond closed at 99-12/32, down 1/32, its yield at 6.80 percent, unchanged from Monday's close.--N.A. Treasury desk,"", 'to close at 101-8/32, yielding 6.33 percent. The 10-year note closed at 103-1/32, down 6/32 to yield 6.58 percent.The benchmark 6-3/4 30-year Treasury bond closed at 99-13/32, down 12/32, its yield at 6.80 percent.--N.A. Treasury desk, 212-859-1664</']"
37,41,37_yen_dollar_japan_trade,"['yen', 'dollar', 'japan', 'trade', 'currency', 'finance', 'japanese', 'trade deficit', '108', 'gap shrank']","['US-Japan currency exchange', '', '', '', '', '', '', '', '', '']","[""NEW YORK, Aug 20 - The dollar rose against the Japanese yen Tuesday after a sharp drop in the nation's trade deficit overshadowed fleeting disappointment that the Federal Reserve left interest rates unchanged.The Commerce Department reported the United States trade gap shrank 23 percent in June as imports of merchandise"", ""NEW YORK, Aug 20 - The dollar rose against the Japanese yen Tuesday after a sharp drop in the nation's trade deficit overshadowed fleeting disappointment that the Federal Reserve left interest rates unchanged.The Commerce Department reported the United States trade gap shrank 23 percent in June as imports of merchandise"", 'forecasted by Wall Street economists.""It was a good trade number,"" said Greg Pearman, chief dealer at Credit Commerciale de France. ""There was definitely one huge buyer today who right after the number bought a lot of dollars for yen."" The dollar ended at 108.31/36 yen, higher than 107.93/98 yen at']"
38,41,38_dollar_lev_currency_bnb,"['dollar', 'lev', 'currency', 'bnb', 'bank', 'foreign currency', 'rouble', 'central bank', 'central', 'rand']","['\nBulgarian Currency Market', '', '', '', '', '', '', '', '', '']","['The Bulgarian lev slipped to 198.60-199.00 per dollar in low volumes after opening at 198.00/50 on the interbank market, dealers said.""The lev retreated to 199 per dollar due to a general reluctance of market makers to offer foreign currency as they expect the lev to fall further,"" a commercial bank', 'The Bulgarian lev slipped to 198.60-199.00 per dollar in low volumes from opening at 198.00/50 on the interbank market as foreign currency supply continued to fall, dealers said.""The lev retreated to 199 per dollar due to a general reluctance of market makers to offer foreign currency as they expect the', 'on expectations of a fresh lev fall.Banks were bidding for foreign currency mostly on behalf of big clients, which dealers said sought large dollar volumes.Some dealers said the Bulgarian National Bank (BNB) might have offered foreign currency in the afternoon to halt the lev decline but central bank officials said']"
39,40,39_sidanko_shares_sibneft_winner,"['sidanko', 'shares', 'sibneft', 'winner', 'alpha', 'tender', 'million', 'percent', '34 percent', 'oil']","['Russian oil company investment tender', '', '', '', '', '', '', '', '', '']","[""Russia's Federal Property Fund is seeking investment of more than $77 million in two investment tenders for a combined 34 percent of oil company OAO Sibneft.The fund plans to tender a first lot of 19 percent of the company next month, with the winner announced on September 20.The starting price"", ""Federal Property Fund's Reforma bulletin, the winner must also invest at least 325.1 billion roubles in Sidanko.The winner must also hand over to Sidanko a 13 percent stake in Sidanko's main production unit AO Chernogorneft. More than one bid must be lodged to make the tender valid.Sidanko said in February"", 'A Russian banking group which already controls a majority stake in oil company AO Sidanko is likely to emerge as the winner in a new investment tender for 34 percent of the company, analysts said.The price for the 79.02 million state-owned shares is 110 billion roubles and, according to the']"
40,40,40_shares_vub_traded_bank,"['shares', 'vub', 'traded', 'bank', 'vsz', 'kuna', 'gdrs', 'slovak', 'brokers', 'crowns']","['\nStock Market Trading in Slovakia', '', '', '', '', '', '', '', '', '']","['at 760 crowns, down 40, on a volume of 14,491 traded shares.""I expect further decline in VUB Kupon issue, as the price is likely pulled down by one of the investors struggling for a strategic stake in the fund,"" Granec said.Among the few shares traded on the bourse floor, steel', 'maker VSZ closed unchanged at 651 crowns, with 822 traded shares, and oil refinery Slovnaft traded 64 shares, closing up 10 crowns at 1,010.Overall volume edged up to 91,312 shares, from 82,891 shares traded on Monday, on turnover of 71.89 million crowns, after 63.84 million crowns. -- Peter Javurek, Bratislava', ""Slovak top shares were mostly quiet in thin trading on the Bratislava Stock Exchange (BSE) on Tuesday, with gains to shares of VUB bank helping push the SAX index up 0.65 points to new year-high of 226.34.The country's largest commercial bank VUB closed up 200 crowns at 2,300 crowns, on""]"
41,40,41_cetes_mexico_basis points_pesos,"['cetes', 'mexico', 'basis points', 'pesos', 'basis', 'day', 'primary', '28 day', 'bln', 'auction']","['\nMexican Cetes Auction', '', '', '', '', '', '', '', '', '']","['Other rates fell on the secondary money market on Tuesday. The 28-day Cetes rate closed 25 basis points lower to 25 percent, and the rate on bank notes and acceptances fell 20 basis points to 26 percent.Maturing credits for Wednesday total 3.765 billion pesos.-- Karina Balderas, Mexico City newsroom, (525)', ""1995.All the markets were expecting primary Cetes rates to fall sharply in today's primary auction. Rates on the benchmark 28-day paper are seen falling by 158 basis points to 25.05 percent, according to a Reuters survey of nine Cetes dealers.The expected lower rates and rising stock prices fed off each"", '2.10 bln pesos 3.50The bid-to-cover ratio for the auction as a whole was 3.39, on demand of 11.18 billion pesos.Tails were as follows: 28-Day 29 basis points 91-Day 16 basis points 182-Day 21 basis points 343-Day 11 basis points-- Henry Tricks, Mexico City newsroom, 525 728-9560</']"
42,39,42_sales_marks_million marks_million,"['sales', 'marks', 'million marks', 'million', 'percent', '11 percent', 'business', 'year', 'increase', 'profit']","[""Wella AG's financial performance"", '', '', '', '', '', '', '', '', '']","['Wella AG, the German haircare group, Tuesday reported healthy growth in sales and earnings in the first six months as new product launches helped it outperform the rest of the industry.Operating profit rose 25 percent to 61 million marks ($40.95 million), while sales expanded 11.3 percent to 1.82 billion marks', 'year, with sales up 11.3 percent at 1.818 billion marks. Pre-tax profit totalled 61 million marks, down from 83 million marks in the year-earlier period, but Wella said the year-earlier figure contained 35 million marks of extraordinary income from the dissolution of provisions no longer required.""We are anticipating a continuation', 'market. That exceeded a planned sales increase of five percent.Sales of haircare products to retailers jumped 21.3 percent, well above expectations. Sales of scents and cosmetics rose 12.4 percent in the first half due to successful product launches.Domestic sales were 574 million marks versus 533 million, while sales abroad rose']"
43,38,43_01_08_moody_coupon,"['01', '08', 'moody', 'coupon', '04 01', '15', 'amp', '04', 'rating', 'aaa']","['Public Finance: Bond Issuances and Ratings', '', '', '', '', '', '', '', '', '']","[""RE: $21,940,000CASSIA, ONEIDA &amp; TWIN FALLS COUNTIES, IDAHOG.O. SCHOOL BONDS, SERIES 1996 UNLIMITED TAX MOODY'S: Aaa / A S&amp;P: NAF / NRDelivery Date: 08/29/1996 (FIRM)FGIC INSUREDMaturity Balance Coupon List08/01/1999 160M 5.125 4.2508/01/2000 715M 7.50 4.3508/01/2001 765M 7.00 4.4508/01/2004 140M 4.60 4.7008/01/2008 255M 5.00 5.1008/01/2009 1,120M 5.10 5.2008/01/2010 330M 5.20 5.2508/01/2011"", ""SEMINOLE COUNTY, FLORIDARE: $19,130,000LIMITED GENERAL OBLIGATION REFUNDINGAND ACQUISITION BONDS, SERIES 1996 MOODY'S: Aaa S&amp;P: AAA (A1 UNDERLYING)Delivery Date: 08/29/1996MBIA INSUREDMaturity Balance Coupon List04/01/2004 70M 4.55 100.0004/01/2005 20M 4.65 100.0004/01/2006 80M 4.75 100.0004/01/2007 900M 4.875 100.0004/01/2008 565M 5.00 100.0004/01/2009 1,265M 5.00 5.1004/01/2010 1,240M 5.125 5.2004/01/2011 1,400M 5.125 5.2504/01/2012 1,655M 5.125 5.30"", ""SEMINOLE COUNTY, FLORIDARE: $19,130,000LIMITED GENERAL OBLIGATION REFUNDINGAND ACQUISITION BONDS, SERIES 1996 MOODY'S: Aaa S&amp;P: AAA (A1 UNDERLYING)Delivery Date: 08/29/1996MBIA INSUREDMaturity Balance Coupon List04/01/2004 110M 4.55 100.0004/01/2005 20M 4.65 100.0004/01/2006 90M 4.75 100.0004/01/2007 950M 4.875 100.0004/01/2008 565M 5.00 100.00------------------------------------------------------04/01/2009 1,365M 5.00 5.1004/01/2010 1,240M 5.125 5.2004/01/2011 1,400M 5.125 5.2504/01/2012 1,655M 5.125 5.30""]"
44,38,44_drug_use_drugs_drug abuse,"['drug', 'use', 'drugs', 'drug abuse', 'abuse', '1992', '1992 1995', '1995', 'republican', 'substance']","['War on Drugs', '', '', '', '', '', '', '', '', '']","['and 19 percent in 1994-95.That study -- the Drug Abuse Warning Network -- monitors numbers and patterns of drug-related emergencies and deaths in 21 metropolitan areas across the country.Jim Copple, president of the Community Anti-Drug Coalitions of America, said blame should be shared by Republicans and Democrats for cutting funds', 'Drug use among teenagers jumped 78 percent from 1992 to 1995, a federal study said Tuesday, prompting Republican charges that the Clinton administration was losing the war on teenage drug use.Republican presidential candidate Bob Dole, campaigning in Louisville, Kentucky, called the report\'s findings ""nothing short of a national tragedy"" and', ""a summary of the Health and Human Services Department's 1995 National Household Survey on Drug Abuse. It showed that while overall drug use figures were fairly stable, youth drug use rose 78 percent between 1992 and 1995 -- 24 percent from 1994 to 1995 alone.White House spokesman Mike McCurry said""]"
45,38,45_bonds_million_obligation_general obligation,"['bonds', 'million', 'obligation', 'general obligation', 'obligation bonds', 'county', 'cty', 'stadium', 'school', 'school bonds']","['Public Finance', '', '', '', '', '', '', '', '', '']","['public works projects.--$11.5 million Wilmington, N.C., GO bonds for stormwater drainage, parks and roads.--$10.3 million Chesterfield Cty, Va., GO bonds for libraries.--$10 million Greensboro, N.C., GO bonds for housing.--$9.3 million Chesterfield Cty, Va., GO bonds for parks.-- $6 million Apex, N.C., general obligation bonds.--$1.5 million Albany, N.Y., issue.--Louisiana parishes vote', 'Cty, S.C., schools bonds.-- $25 million Stokes Cty, N.C., general obligation bonds.-- $1.870 million Martinville Ind Sch Dist, Texas, school g.o. bonds.SEPT 10--$4.2 million issue, Loup City School District, Neb.SEPT 14--$14.8 million Mount Vernon Ind Sch Dist, Texas, school g.o. bonds.SEPT 17--$215 million King Cty, Wash., new park bonds.SEPT 28--$174.6', 'school g.o. bonds.--$200 million Dade County, Fla., general obligation bonds for parks.--$174.8 million Chesterfield Cty, Va., GO bonds for schools.--$100 million San Francisco, Calif., general obligation bonds.--$98.4 million Charlotte, N.C., GO bonds for streets and drainage.--$43.8 million Arlington Cty, Va., county government g.o.bonds.--$37 million Greensboro, N.C., general obligation bonds.--$34 million']"
46,37,46_mexican_kidnappers_japanese_sanyo,"['mexican', 'kidnappers', 'japanese', 'sanyo', 'tijuana', 'hashimoto', 'mexico', 'human rights', 'human', 'basement']","['Kidnapping of Japanese Executive in Tijuana', '', '', '', '', '', '', '', '', '']","[""Mexican-U.S. border city of Tijuana after a $2 million ransom was paid.After nine days in captivity, Mamoru Konno, president of a U.S. subsidiary of Japan's Sanyo Electric Co was found in the basement of an unoccupied building after a Mexican police official contacted kidnappers with the money.</"", ""Mexican-U.S. border city of Tijuana after a $2 million ransom was paid.After nine days in captivity, Mamoru Konno, president of a U.S. subsidiary of Japan's Sanyo Electric Co was found in the basement of an unoccupied building after a Mexican police official contacted kidnappers with the money.</"", ""to Mexico when kidnappers released a top Japanese electronics executive in the Mexican-U.S. border city of Tijuana after a $2 million ransom was paid.After nine days in captivity, Mamoru Konno, president of a U.S. subsidiary of Japan's Sanyo Electric Co was found in the basement of an unoccupied building after""]"
47,37,47_viag_marks_profit_billion marks,"['viag', 'marks', 'profit', 'billion marks', 'group', 'half', 'sales', 'million marks', 'chemicals', 'half 1996']","['Financial performance of Viag AG in the first half of 1996', '', '', '', '', '', '', '', '', '']","['German utility group Viag AG said Tuesday its group pretax profit fell 21 percent to 1.18 billion marks ($791 million) in the first half.The group said in a statement that its operating profit had ""clearly improved"" in the first half of 1996 and a sharp drop in its pre-tax profit', 'major changes in shareholdings.Viag said its group sales rose to 21.803 billion marks from 21.375 billion in the first half of 1996 and that its operating profit rose 10 percent in the period.Sales in its chemicals, energy and logistics divisions advanced in the period while packaging sales dropped to 5.9', ""was due purely to special income factors.In 1995, around 40 percent of Viag's first-half profit was the result of one-time gains from the sale of its 43.4 percent stake in Germany's biggest paper maker PWA and other major changes in shareholdings.Viag said its group sales rose to 21.8 billion marks""]"
48,37,48_income_common_loss_income loss,"['income', 'common', 'loss', 'income loss', 'share', 'outstanding', 'net income', 'net', 'shares outstanding', 'taxes']","['Financial performance and dividends', '', '', '', '', '', '', '', '', '']","['to common stockholders 4,012 (4,559)Income (loss) per share of common stock: Continuing operations 0.22 0.06 Discontinued operations -- (0.02) (Loss) on early extinguishment of debt(a) -- (0.30) Net income (loss) per share 0.22 ( 0.26) Weighted average shares outstanding 18,612,134 17,456,444-- New York Newsdesk, 212/859-1610</', '475 (1,184) 528 Other income 392 29 1,230 101Net income (loss) before income taxes (273) 504 46 629 Provision for income taxes (96) 29 42 32 Net income (loss) (177) 475 4 597 Net income (loss) per share (.02) .06 .00 .07Weighted average shares outstanding 9,440 8,373 9,870 8,207 (In', 'Net income (loss) 34 (686) Series B Preferred Stock dividends 22 19Net income (loss) allocable to common stockholders $12 $ (705)Earnings per share: Income (loss) per share .00 (0.08)Weighted average common and common equivalent shares outstanding 9,701 8,651-- New York Newsdesk 212 859-1610</']"
49,37,49_mazda_wallace_ford_fletcher,"['mazda', 'wallace', 'ford', 'fletcher', 'japan', 'forest', 'japanese', 'forestry', 'zealand', 'new zealand']","[""Henry Wallace and Mazda's Advertising Campaign"", '', '', '', '', '', '', '', '', '']","[""Mazda is using a foreign celebrity to revamp its image in Japan, and has chosen its very own president Henry Wallace for the job.Wallace, a famous figure in Japan as the first foreigner to head a major Japanese firm, is to star in Mazda's new advertising campaign.The 50-year-old Wallace will"", 'gave it control of the management.Ford sent Wallace to Japan to represent its interests in Mazda two years ago.""If successful, Wallace may continue appearing in Mazda\'s future ads,"" the company spokesman said.</', 'the management.Ford sent Wallace to Japan to represent its interests in Mazda two years ago.""If successful, Wallace may continue appearing in Mazda\'s future ads,"" the company spokesman said.</']"
50,37,50_bank_company_salomon_president,"['bank', 'company', 'salomon', 'president', 'troy', 'officer', 'chief', 'berhad', 'president chief', 'salomon brothers']","['Corporate leadership changes', '', '', '', '', '', '', '', '', '']","[""ImmunoTherapeutics Inc said Tuesday it has named Michael Rosen president and chief executive, effective immediately.Rosen replaces Gerald Vosika, who will continue as the company's chairman and chief scientific officer.Prior to joining ImmunoTherapeutics, Rosen was president and chief executive officer of Pharma Mar SA.--Chicago newsdesk, 312-408-8787</"", ""Ramsay Health Care Inc said on Tuesday it named Bert Cibran president and chief operating officer.He is succeeding Reynold Jennings who will continue as executive vice president and president of the company's behavioral hospital division. Jennings resigned as a director of the company, effective August 12, the company said.Most recently,"", 'Cibran was president and chief operating officer for the Florida operations of Physician Corp of America.Ramsay, a behavioral health services company, also said it named Carol Lang vice president and chief financial officer. She is replacing Daniel Sims, who is moving to the Florida branch of the company, Ramsay said.Lang']"
51,36,51_dolly_storm_yucatan_hurricane,"['dolly', 'storm', 'yucatan', 'hurricane', 'mexico', 'mph', 'yucatan peninsula', 'tropical storm', 'tropical', 'winds']","['Hurricane Dolly', '', '', '', '', '', '', '', '', '']","[""Hurricane Dolly raced over Mexico's Yucatan peninsula on Tuesday with 75 mph (120 kph) winds and up to 10 inches (25 cm) of rain, forecasters at the National Hurricane Center said.At 2 p.m. EDT (1800 GMT), the center of Hurricane Dolly was located at latitude 19.3 north, longitude 87.9 west,"", ""Tropical Storm Dolly reached hurricane strength just before reaching land on Mexico's Yucatan peninsula on Tuesday, forecasters at the National Hurricane Centre said.At noon EDT (1600 GMT), the centre of Hurricane Dolly was located at latitude 19.3 north, longitude 87.6 west, on the Yucatan coast near Punta Herrero, the hurricane"", 'warm waters of the Gulf of Mexico.Dolly was expected to approach the Texas-Mexico border on Thursday.A hurricane warning was in effect for the east coast of the Yucatan peninsula and parts of the Belize coast were under a tropical storm watch.</']"
52,35,52_van_dutch_champions_minutes,"['van', 'dutch', 'champions', 'minutes', 'celtic', 'match', 'home', 'minute', 'leeds', 'season']","['Dutch football champions', '', '', '', '', '', '', '', '', '']","['a penalty with just two minutes left.Players from both sides were involved in a scuffle after the match, but the referee and linesmen were already in the dressing room.Champions Ajax Amsterdam start their campaign on Wednesday against NAC Breda.</', 'On the eve of the new Dutch soccer season, Ajax Amsterdam, European champions in 1995 and runners-up in 1996, are looking out of sorts.In their last five pre-season games the Dutch champions have conceded 16 goals without themselves finding the net once.Racked by injury and bedevilled by waning confidence, the', ""Youngsters Richie Humphreys and Andy Booth showed Leeds United's old men the way to goal to give Sheffield Wednesday a 2-0 away win and their second straight English premier league victory of the new season on Tuesday.Humphreys, 18, marked only his second start for his home town club by netting""]"
53,35,53_power_pv_acres_delivery,"['power', 'pv', 'acres', 'delivery', 'electricity', 'monday', 'hectares', '16', '00', '000 acres']","['Electricity Prices and Power Output', '', '', '', '', '', '', '', '', '']","[""flat from Monday.October PV electricity, with similary delivery terms, was assessed at $15.90-$16.10. Fourth-quarter PV prices was quoted at $16.30-$16.70, down from Monday's $16.90-$17.25 range.Pacific Gas &amp; Electric Co continued to hold power output from its 2,160 MW Diablo Canyon nuclear power facility at 75 percent of capacity because of"", ""MWh, up from Monday's $14.50-$15.50.September Mid-C electricity was pegged at $16.50-$17.10, down slightly from Monday's $16.50-$17.20.Down at the Palo Verde (PV) switchyard near Phoenix, Ariz., next-day power for peak, firm delivery was valued at $21.00-$22.00 per MWh, near unchanged from Monday's range.September firm, peak PV electricity was quoted at $20.75-$21.25,"", ""MWh, up from Monday's $14.50-$15.50.September Mid-C electricity was pegged at $16.50-$17.10, down slightly from Monday's $16.50-$17.20.Down at the Palo Verde (PV) switchyard near Phoenix, Ariz., next-day power for peak, firm delivery was valued at $21.00-$22.00 per MWh, near unchanged from Monday's range.September firm, peak PV electricity was quoted at $20.75-$21.25,""]"
54,35,54_vs_profit_unless stated_net,"['vs', 'profit', 'unless stated', 'net', 'dividend', 'stated', 'loss', 'unless', 'turnover', 'singapore']","['Financial comparisons of companies', '', '', '', '', '', '', '', '', '']","['Six months to June 30, 1996(in millions of Singapore $ unless stated) Net profit 2.44 vs 1.82 Group share (cents) 5.37 vs 4.01 Group share fully diluted 4.80 vs 3.76 Operating revenue 16.48 vs 15.16 Interest expense 7.99 vs 7.78 Pre-tax profit 3.46 vs 3.10 Tax 1.02 vs 1.28Note -', 'Year to June 30, 1996 (in millions of S$ unless stated) Net profit 25.34 vs 28.39 Final dividend 15.00 vs 14.00 Group shr (cts) 42.5 vs 47.6 Turnover 224.51 vs 215.48 Operating profit 25.29 vs 27.31 Other income 9.20 vs 11.09 Depreciation (expense) 2.35 vs 2.01 Pre-tax profit 34.49 vs', 'Six months to June 30 1996(in millions of Singapore dollars unless stated) Net profit/loss (17.72) vs 11.17 Group shares (cents) ( 4.92) vs 3.10 Turnover 216.41 vs 313.12 Interest expenses 4.34 vs 1.06 Pretax (17.92) vs 11.48 Tax 0.02 vs 0.31 Extraordinaries (15.00) vs nil Minorities 0.22 vs nilNote- Media']"
55,35,55_shr_avg shrs_shrs_avg,"['shr', 'avg shrs', 'shrs', 'avg', 'approx', 'revs', '08 15', '000s share', '25 approx', '000s']","['Financial performance of a company over time', '', '', '', '', '', '', '', '', '']","['1996 1995 Shr $0.20 $0.15 Net 14,828 11,143 Revs 474,598 363,536 Avg shrs 73,824 73,538(All data above 000s except per share numbers) 6 MONTHS Shr $0.39 $0.31 Net 28,589 22,939 Revs 943,236 731,901 Avg shrs 73,798 73,528(All data above 000s except per share numbers)--Chicago newsdesk, 312-408-8787</', '1996 1995 Shr $0.22 $0.17 Net 6,009 4,516 Revs 140,754 130,359 Avg shrs 27,275 27,244(All data above 000s except per share numbers) 6 MONTHS Shr $0.30 $0.22 Net 8,191 5,982 Revs 258,733 239,707 Avg shrs 27,272 27,244(All data above 000s except per share numbers)NOTE: Period ended July 28 vs July', '1996 1995 Shr $0.12 $0.08 Net 353 221 Revs 8,642 7,568 Avg shrs 2,994 2,730 6 MONTHS Shr $0.30 $0.22 Net 875 596 Revs 17,197 15,528 Avg shrs 2,968 2,719(All data above 000s except per share numbers)</']"
