Topic,Count,Name,Representation,Llama2,Representative_Docs
28,59,28_base_rate_rates_bank,"['base', 'rate', 'rates', 'bank', 'base lending', 'bank plc', 'national westminster', 'westminster', 'pct', 'lending']","['Bank base lending rate cuts', '', '', '', '', '', '', '', '', '']","['LLOYDS BANK MATCHES BASE RATE CUT TO 10.5 PCT Lloyds Bank Plc said it is cutting its base lending rate to 10.5 pct from 11 pct, effective tomorrow. The reduction follows similar moves from the three other British clearing banks. National Westminster Bank Plc led the way this morning after', 'LLOYDS BANK MATCHES BASE RATE CUT TO 10.5 PCT Lloyds Bank Plc &lt;LLOY.L> said it is cutting its base lending rate to 10.5 pct from 11 pct, effective tomorrow. The reduction follows similar moves from the three other British clearing banks. National Westminster Bank Plc &lt;NWBL.L> led the way this', 'LLOYDS BANK MATCHES BASE RATE CUT TO 10.5 PCT Lloyds Bank Plc &lt;LLOY.L> said it is cutting its base lending rate to 10.5 pct from 11 pct, effective tomorrow. The reduction follows similar moves from the three other British clearing banks. National Westminster Bank Plc &lt;NWBL.L> led the way this']"
29,59,29_gnp_growth_pct_1987,"['gnp', 'growth', 'pct', '1987', 'quarter', 'pct growth', 'product', 'national product', 'gross national', 'gross']","['Economic growth and GNP', '', '', '', '', '', '', '', '', '']","['be linked more closely. Sprinkel said the Administration still looks for 2.7 pct growth in U.S. Real gross national product (GNP) in 1987 and 3.5 pct in 1988. Asked if the latest economic reports signal this rate of economic growth is attainable, Sprinkel said, ""It looks pretty good to me.', 'to 23.8 pct of GNP, while federal receipts absorbed 18.5 pct of GNP, leaving a deficit of 5.3 pct, he said. Sprinkel said that, compared with fiscal 1978, the 1986 federal expenditure share of GNP is 2.7 percentage points higher and the revenue share of GNP is virtually the same.', 'first quarter GNP stemming from an increase in inventories will be a drag on second quarter growth. If that is the case, GNP in the second quarter could ease back to a one to two pct growth rate, Kahan said.']"
30,58,30_pdvsa_champlin_refinery_pacific,"['pdvsa', 'champlin', 'refinery', 'pacific', 'union', 'gas', 'venezuela', 'lines', 'petroleum', 'half']","['PDVSA and Union Pacific Corp joint venture', '', '', '', '', '', '', '', '', '']","[""UNION PACIFIC &lt;UNP> TO SELL PART OF REFINERY Union Pacific Corp said it will sign a pact in Caracas on March 17 with Petroleos De Venezuela, PDVSA, to sell the state owned company half of its Corpus Christi, Texas refinery owned by its Union Pacific's Champlin Petroleum Co subsidiary. The"", ""PDVSA TO SIGN CHAMPLIN REFINERY DEAL MARCH 17 Petroleos de Venezuela, S.A. said it will sign a contract March 17 to buy a half interest in a Corpus Christi, Texas refinery and related operations. The contract, to be signed by PDVSA and Champlin Petroleum's parent company, the Union Pacific Corp,"", ""PDVSA TO SIGN CHAMPLIN REFINERY DEAL MARCH 17 Petroleos de Venezuela, S.A. said it will sign a contract March 17 to buy a half interest in a Corpus Christi, Texas refinery and related operations. The contract, to be signed by PDVSA and Champlin Petroleum's parent company, the Union Pacific Corp""]"
31,58,31_plant_alcan_beef_iowa,"['plant', 'alcan', 'beef', 'iowa', 'meat', 'smelter', 'aluminum', '222', 'dakota', 'spokesman']","['Labor disputes in the meatpacking industry', '', '', '', '', '', '', '', '', '']","['at the Dakota City plant. Iowa Beef closed the proessing plant indefinitely in mid-December because, it said, it had no alternative to threats by meatpackers to disrupt operations. About 2,800 members of Local 222 are affected by the shutdown. A 3-1/2 year labor contract at the plant expired December 13.', 'MEATPACKERS REJECT OCCIDENTAL &lt;OXY> UNIT OFFER United Food and Commercial Workers Union Local 222 rejected a new contract proposal from Iowa Beef Processors Inc and remain out of work, union spokesman Allen Zack said. In mid-December, Iowa Beef, a subsidiary of Occidental Petroleum Corp, closed its beef processing plant at', 'IOWA BEEF LIFTS LOCKOUT AT DAKOTA CITY Iowa Beef Processors Inc is lifting a lockout at its Dakota City, Nebraska, processing plant and plans to resume operations March 16, United Food and Commercial Workers (UFCW) Union spokesman Allen Zack said. Iowa Beef mailed a letter to members of UFCW Local']"
32,57,32_harper_harper row_row_broadcasting,"['harper', 'harper row', 'row', 'broadcasting', 'cross', '145', 'alternatives', 'harcourt', 'board', 'company']","['Takeover attempts of Harper and Row Publishing Company', '', '', '', '', '', '', '', '', '']","['BUSINESS EDITOR THEODORE CROSS OFFERS 34 DLRS SHARE FOR HARPER AND ROW BUSINESS EDITOR THEODORE CROSS OFFERS 34 DLRS SHARE FOR HARPER AND ROW', ""HARPER &lt;HPR> GETS BID FROM HARCOURT &lt;HBJ> Harper and Row Publishers Inc said it received an acquisition offer from Harcourt Brace Jovanovich INc to acquire all of Harper and Row's shares at 50 dlrs a share in cash. Harper said it will consider the proposal, including such possible concerns as"", '34 dlrs a share for Harper and Row, prompting a rival bid of 50 dlrs a share from another publishing firm, Harcourt Brace Jovanovich Inc &lt;HBJ>. After considering the two offers at a meeting on Friday, the Harper and Row board decided not to act on them. The directors unanimously']"
33,56,33_ferry_ship_dead_people,"['ferry', 'ship', 'dead', 'people', 'herald', 'enterprise', 'port', 'disaster', 'belgian', 'water']","['Zeebrugge Ferry Disaster', '', '', '', '', '', '', '', '', '']","['CHANNEL FERRY REPORTED SINKING OFF BELGIUM The channel ferry Herald of Free Enterprise from the British Townsend Thorensen company was sinking off the Belgian coast tonight with 463 people on board, the Dutch newsagency ANP reported today. An unspecified number of people had fallen into the water, it said, quoting', 'TWO HUNDRED PEOPLE RESCUED FROM SINKING FERRY About 200 people were rescued, some badly hurt, from a sinking cross Channel ferry carrying approximately 540 people off the Belgian port of Zeebrugge, a port control spokesman said. The spokesman, contacted by telephone, said only one third of car ferry, the Herald', 'ALMOST 200 DEAD IN FERRY DISASTER There are no more survivors from a British cross-Channel ferry disaster off the Belgian coast and almost 200 people seem certain to have perished, a senior Belgian official said. Jacques Thas, in charge of rescue for the Herald of Free Enterprise, said his men']"
34,52,34_fed_dollar_inflation_policy,"['fed', 'dollar', 'inflation', 'policy', 'federal reserve', 'volcker', 'reserve', 'monetary', 'federal', 'johnson']","['Federal Reserve Monetary Policy', '', '', '', '', '', '', '', '', '']","['FED DATA INDICATE NO POLICY CHANGE LIKELY U.S. bank reserve, monetary and discount window borrowings data released by the Federal Reserve today clearly indicate that policy is ""on hold"" and may not be changed for weeks or even months, economists said. ""The Fed is keeping policy at dead center and', '1.3 pct. Yesterday, Federal Reserve Chairman Paul Volcker said that a possibility of renewed inflation remains a concern in both the financial markets and the Federal Reserve. ""The Fed may be lowering its own inflation expectations today,"" said Robert Brusca of Nikko Securities International. While low inflation permits the Fed', 'INFLATION STILL A CONCERN, VOLCKER SAYS Federal Reserve Board Chairman Paul Volcker said both the Fed and the financial markets remain concerned about the possibility of renewed inflation. ""A possibility of renewed inflation remains of concern, both in the markets and within the Federal Reserve,"" he said in remarks prepared']"
35,52,35_twa_usair_application_usair group,"['twa', 'usair', 'application', 'usair group', 'airlines', 'trans world', 'world airlines', 'trans', 'dot', 'transportation']","['Airlines mergers and acquisitions', '', '', '', '', '', '', '', '', '']","['USAIR &lt;U> SEEKS ORDER AGAINST TWA &lt;TWA> USAir Group said it sought the help of the U.S. Department of Transportation in its takeover fight with Trans World Airlines Inc, asking the Department to order TWA to sell its USAir shares. ""What they have done is in direct violation of the', 'DOT DISMISSES TWA &lt;TWA>, USAIR &lt;U> APPLICATION The U.S. Department of Transportation (DOT) said it dismissed on technical grounds an application by Trans World Airlines Inc for DOT approval for it to take control of USAir Group. The DOT added, however, that TWA was free to refile when it could', ""Trans World Airlines Inc's &lt;TWA> proposed cash merger with USAir. However, the status of TWA's bid for USAir Group is currently uncertain. The U.S. Transportation Department has rejected TWA's application to acquire USAir on deficiency grounds, but TWA has said it will file a revised application, Moody's noted. Under Moody's""]"
36,51,36_opec_barrel_subroto_dlrs barrel,"['opec', 'barrel', 'subroto', 'dlrs barrel', '18 dlrs', 'prices', '18', 'oil', 'oil prices', 'price']","[""OPEC's price target and production limits"", '', '', '', '', '', '', '', '', '']","['of 18 dlrs. ""We are deliberately defending the price, so OPEC production is less than 15.8 (mln) at the moment,"" he stated. Asked if OPEC would increase production if prices went above 18 dlrs a barrel, he said this would be decided at the next OPEC meeting in June. ""We', 'OPEC DEFENDING 18 DLR PRICE, SUBROTO SAYS Indonesian Energy Minister Subroto said OPEC is deliberately under its production ceiling of 15.8 mln barrels to defend its 18 dlr a barrel price target. He told reporters at an energy conference in Jakarta that OPEC had decided to maintain its price level', 'OPEC DEFENDING 18 DLR PRICE, SUBROTO SAYS Indonesian Energy Minister Subroto said OPEC is deliberately under its production ceiling of 15.8 mln barrels to defend its 18 dlr a barrel price target. He told reporters at an energy conference in Jakarta that OPEC had decided to maintain its price level']"
37,50,37_american express_express_shearson_american,"['american express', 'express', 'shearson', 'american', 'spinoff', 'analysts', 'rumors', 'extended', 'brokerage', 'shearson lehman']","[""American Express' possible spinoff of Shearson"", '', '', '', '', '', '', '', '', '']","['AMERICAN EXPRESS &lt;AXP> SEEN IN POSSIBLE SPINNOFF American Express Co remained silent on market rumors it would spinoff all or part of its Shearson Lehman Brothers Inc, but some analysts said the company may be considering such a move because it is unhappy with the market value of its stock.', ""AMERICAN EXPRESS &lt;AXP> VIEWING SHEARSON OPTIONS American Express Co, rumored to be considering a spinoff of part of Shearson Lehman Brothers Inc, said it is studying a range of options for its brokerage unit that could improve Shearon's access to capital and help it meet broadening international competition. In a"", 'Analysts said the speculation also focused on American Express selling 20 pct of the profitable brokerage firm to the public. There was some speculation that American Express had also considered a total spinoff of Shearson, but the plan was considered highly unlikely, analysts said. American Express said in the statement']"
38,49,38_rates_bank england_bank_england,"['rates', 'bank england', 'bank', 'england', 'point', 'sterling', 'cut', 'base', 'half point', 'pound']","['U.K. Central Bank Rates', '', '', '', '', '', '', '', '', '']","[""the Bank of England lowered its dealing rates in a signal that it would tolerate a half percentage point reduction. The central bank's surprise signal followed its strenuous efforts last week to prevent market forces from bringing down base rates before the U.K. Budget on March 17."", ""morning after the Bank of England lowered its dealing rates in a signal that it would tolerate a half percentage point reduction. The central bank's surprise signal followed its strenuous efforts last week to prevent market forces from bringing down base rates before the U.K. Budget on March 17."", ""morning after the Bank of England lowered its dealing rates in a signal that it would tolerate a half percentage point reduction. The central bank's surprise signal followed its strenuous efforts last week to prevent market forces from bringing down base rates before the U.K. Budget on March 17.""]"
39,48,39_sugar_beet_tonnes_cane,"['sugar', 'beet', 'tonnes', 'cane', 'licht', 'output', 'area', 'mln tonnes', 'ha', 'raw']","['European sugar beet production and demand', '', '', '', '', '', '', '', '', '']","['demand at about six mln tonnes. ""In the last two years, acreage under sugar cane and beet has fallen, sugar mills are underutilised, output has dropped and cannot meet demand that is rising every day,"" it said. ""The country will have to continue imports of sugar and draw down stocks', 'LICHT SEES STAGNANT EUROPEAN BEET AREA The overall area devoted to sugar beet in Europe is forecast to remain stagnant this year at 7.22 mln hectares compared with 7.21 mln ha in 1986, West German statistician F.O. Licht said. It was feared that the recent steep rise in sugar prices', 'FIRS SLIGHTLY RAISES EC BEET SUGAR OUTPUT ESTIMATE The French sugar market intervention board, FIRS, raised its estimate of 1986/87 beet sugar production in the 12-member European Community to 13.76 mln tonnes white equivalent in its end-February report from 13.74 mln a month earlier. Its forecast for total EC sugar']"
40,47,40_saudi_opec_oil_oil minister,"['saudi', 'opec', 'oil', 'oil minister', 'saudi arabia', 'arabia', 'minister', 'nazer', 'al', 'oil prices']","[""OPEC Agreement and Saudi Arabia's Commitment"", '', '', '', '', '', '', '', '', '']","[""SAUDI OIL MINISTER SEES NO NEED TO ALTER OPEC PACT Saudi Arabian Oil Minister Hisham Nazer said OPEC's December agreement to stabilise oil prices at 18 dlrs a barrel was being implemented satisfactorily and there was no immediate need to change it. Nazer, in an interview with Reuters and the"", ""SAUDI ARABIA REITERATES COMMITMENT TO OPEC PACT Saudi Arabian Oil Minister Hisham Nazer reiterated the kingdom's commitment to last December's OPEC accord to boost world oil prices and stabilise the market, the official Saudi Press Agency SPA said. Asked by the agency about the recent fall in free market oil"", ""SAUDI ARABIA REITERATES COMMITMENT TO OPEC ACCORD Saudi Arabian Oil Minister Hisham Nazer reiterated the kingdom's commitment to last December's OPEC accord to boost world oil prices and stabilize the market, the official Saudi Press Agency SPA said. Asked by the agency about the recent fall in free market oil""]"
41,47,41_futures_exchange_cbt_trading,"['futures', 'exchange', 'cbt', 'trading', 'contract', 'cftc', 'contracts', '000 yen', 'floor', 'commodity']","['Futures Trading and Contracts', '', '', '', '', '', '', '', '', '']","[""MGE CORN SYRUP FUTURES CONTRACT CLEARS HURDLE The staff of the Commodity Futures Trading Commission, CFTC, recommended that the regulatory agency approve the Minneapolis Grain Exchange's application to trade high fructose corn syrup-55, HFCS-55, futures contracts. The commission is expected to approve the application at a meeting tomorrow. The proposed"", 'MGE PLANNING APRIL 6 START UP OF HFCS CONTRACT The Minneapolis Grain Exchange (MGE) will start trading futures contracts in high fructose corn syrup on April 6 if the Commodity Futures Trading Commission (CFTC) approves the contract as expected next week. Pat Henderson, spokesperson for the MGE, said the exchange', ""CFTC APPROVES MGE CORN SYRUP FUTURES CONTRACT The Commodity Futures Trading Commission has approved the Minneapolis Grain Exchange's application to trade high fructose corn syrup-55, HFCS-55, futures contracts, the commission said. The contract provides for the delivery of 48,000 lbs, plus or minus two pct, of bulk HFCS-55 meeting specified""]"
42,47,42_sosnoff_world_resorts_class,"['sosnoff', 'world', 'resorts', 'class', 'mts', 'shares', 'trump', 'offer', 'martin sosnoff', 'martin']","['Takeover bid for Caesars World', '', '', '', '', '', '', '', '', '']","['CAESARS WORLD INC SAID BOARD REJECTS MARTIN SOSNOFF TENDER CAESARS WORLD INC SAID BOARD REJECTS MARTIN SOSNOFF TENDER', 'SOSNOFF STARTS BID FOR CAESARS WORLD &lt;CAW> &lt;MTS Acquisition Corp>, a company formed by Martin T. Sosnoff, said it has started a tender offer for all shares of Caesars World Inc at 28 dlrs each. In a newspaper advertisement, MTS said the offer and withdrawal rights expire April Three unless', ""CAESARS WORLD &lt;CAW> REJECTS SOSNOFF'S OFFER Caesars World Inc said its board unanimously rejected a 28 dlr a share takeover offer by New York investor Martin T. Sosnoff. Caesars said Sosnoff's offer to by all its outstanding shares of common stock was inadequate and not in the best interests of""]"
43,46,43_savings_federal_bank_loan,"['savings', 'federal', 'bank', 'loan', 'acquisition', 'pacific', 'financial corp', 'savings bank', 'loan association', 'financial']","['Financial Institution Acquisitions', '', '', '', '', '', '', '', '', '']","['FAILING WASHINGTON STATE S/L IS ACQUIRED The Federal Home Loan Bank Board (FHLBB) announced the acquisition of Home Savings and Loan Association in Seattle, Washington, by InterWest Savings Bank of Oak Harbour, Washington. The FHLBB said Home Savings was the 12th troubled savings institution requiring federal action this year. It', 'S&amp;L ACQUISITION RAISES U.S. 1987 TOLL TO 12 The Federal Home Loan Bank Board (FHLBB) announced the acquisition of Home Savings and Loan Association in Seattle, Washington, by InterWest Savings Bank of Oak Harbour, Washington. The FHLBB said Home Savings was the 12th troubled savings institution requiring federal action this', ""FINANCIAL CORP &lt;FIN> UNIT BUYS BRANCHES Financial Corporation of America's American Savings and Loan Association unit said it signed a definitive agreement to buy three retail savings branches from Gibraltar Financial Corp's &lt;GFC> Gibraltar Savings unit. The purchase, which must be approved by the Federal Home Loan Bank and the""]"
44,44,44_risk_swaps_banks_capital,"['risk', 'swaps', 'banks', 'capital', 'proposals', 'swap', 'bank', 'contracts', 'requirements', 'banking']","['Financial Regulation: Bank Capital Standards', '', '', '', '', '', '', '', '', '']","['But even if German banking authorities agree with some of the assessments of swaps, they disagree on how to find balance sheet equivalents for the risk. U.S.-British proposals include a complicated series of formulae for assessing the stream of payments involved in swaps, whose ultimate risk is borne by the', ""GERMAN BANKING AUTHORITIES WEIGH SWAP REGULATIONS German banking authorities are weighing rules for banks' off-balance sheet activities in an attempt to cope with the growing volume of sophisticated capital market instruments, banking sources said. Interest rate and currency swaps and currency options are under closest scrutiny, and if revisions are"", 'FED DRAFTS CURRENCY, RATE SWAP RISK GAUGE The Federal Reserve Board voted unanimously to propose a formula for calculating the risk of interest rate and currency swaps as part of its ongoing effort to come up with a new capital standard for U.S. banks that takes into account the riskiness']"
45,41,45_debt_banks_commercial banks_philippine,"['debt', 'banks', 'commercial banks', 'philippine', 'debtors', 'bolivia', 'commercial', 'latin', 'official', 'latin american']","['Third World debt crisis and commercial banks', '', '', '', '', '', '', '', '', '']","['the bank syndications to find procedures or processes whereby they could operate more effectively,"" the official said. Among those ideas, the official said, were suggestions that commercial banks create a ""megabank"" which could swap Third World debt paper for so-called ""exit bonds"" for banks like regional American or European institutions.', 'Brazil, was clearly an exception. The official, who played a key role in developing the U.S. Debt strategy and is an administration economic policymaker, also said these new ideas would help commercial banks improve their role in resolving the Third World debt crisis. ""We called at the very beginning for', ""U.S. URGES BANKS TO WEIGH PHILIPPINE DEBT PLAN The U.S. is urging reluctant commercial banks to seriously consider accepting a novel Philippine proposal for paying its interest bill and believes the innovation is fully consistent with its Third World debt strategy, a Reagan administration official said. The official's comments also""]"
46,40,46_yen_billion yen_profits_japan,"['yen', 'billion yen', 'profits', 'japan', 'fall', 'corporate', 'pct', '1987 88', 'projected', '88']","[""Japan's NTT forecasts profit decline in 1987/88"", '', '', '', '', '', '', '', '', '']","['5,506 billion yen from a projected 5,328 billion this year, NTT said in a business operations plan submitted to the Post and Telecommunications Ministry. NTT said it plans to make capital investments of 1,770 billion yen in 1987/88, including 109 billion for research and development, as against a total of', ""JAPAN'S NTT FORECASTS PROFITS FALL IN 1987/88 &lt;Nippon Telegraph and Telephone Corp> (NTT) expects its profits to fall to 328 billion yen in the year ending March 31, 1988 from a projected 348 billion this year, the company said. Total sales for the same period are expected to rise to"", ""JAPAN'S NTT FORECASTS PROFITS FALL IN 1987/88 &lt;Nippon Telegraph and Telephone Corp> (NTT) expects its profits to fall to 328 billion yen in the year ending March 31, 1988 from a projected 348 billion this year, the company said. Total sales for the same period are expected to rise to""]"
47,39,47_wheat_tonnes_000 tonnes_mln tonnes,"['wheat', 'tonnes', '000 tonnes', 'mln tonnes', '1986 87', 'awb', 'tonnes wheat', '87', 'australian', 'australian wheat']","['Global Wheat Trade', '', '', '', '', '', '', '', '', '']","['transactions in the week ended February 26, China has outstanding wheat commitments for the 1986/87 season of 30,000 tonnes and 420,000 tonnes for delivery in the 1987/88 season. The wheat season begins June 1. China has total corn commitments for 1986/87 of 1,011,200 tonnes and soybeans commitments of 157,500 tonnes.', ""USDA ESTIMATES AUSTRALIA WHEAT CROP The U.S. Agriculture Department forecast Australia's 1986/87 wheat crop at 17.30 mln tonnes, vs 17.50 mln tonnes last month. It estimated 1985/86 output at 16.13 mln tonnes, vs 16.13 mln last month. Australian wheat exports in 1986/87 are forecast at 14.50 mln tonnes, vs 15.00"", ""CHINA ADDS, CANCELS WHEAT COMMITMENTS - USDA China has added 90,000 tonnes of U.S. wheat to its purchases for delivery in the 1987/88 season and cancelled 30,000 tonnes of wheat purchases for delivery in the 1986/87 season, the U.S. Agriculture Department said. According to the department's Export Sales Report covering""]"
48,36,48_stg_mln stg_band_stg band,"['stg', 'mln stg', 'band', 'stg band', 'bills', 'band 10', 'bank bills', '16 pct', '10', 'bank']","['Monetary policy: Central bank bond purchases', '', '', '', '', '', '', '', '', '']","['stg of band one treasury bills and five mln stg of band one bank bills at 10-3/8 pct. It bought a further 429 mln stg of bills for resale to the discount houses on April 2 at an interest rate of 10-7/16 pct. So far today, the bank has given', 'bank bills comprising 120 mln stg in band one at 10-7/8 pct and 227 mln stg in band two at 10-13/16 pct. It also bought treasury bills worth one mln stg in band one and two mln stg in band two at the same rates of interest as bank bills.', 'billion stg. The Bank bought 176 mln stg of band two bank bills outright at 10-5/16 pct and 13 mln stg of band one bank bills at 10-3/8 pct. In addition, it bought four mln stg of bills for resale to the market on March 30 and two mln stg']"
49,35,49_index_pct_wholesale_fell pct,"['index', 'pct', 'wholesale', 'fell pct', 'december', 'january', 'february', 'february 1986', 'indicators', 'pct december']","['Economic Indicators: Leading Indexes Fall in December and January', '', '', '', '', '', '', '', '', '']","[""three pct from a month earlier. The revised unadjusted index was up 1.0 pct from a year earlier after a 1.4 pct year-on-year December rise. The adjusted index of producers' inventories of finished goods (base 1980) for January was unchanged from a preliminary 105.9. The index was down 0.3 pct"", 'U.S. LEADING INDEX FELL 1.0 PCT IN JANUARY The U.S. index of leading indicators fell a seasonally adjusted 1.0 pct in January after a revised 2.3 pct December gain, the Commerce Department said. The department previously said the index rose 2.1 pct in December. The decline in January was the', ""month earlier. The revised unadjusted January index rose 0.5 pct from a year earlier, after a one pct year-on-year December rise. The adjusted producers' shipment index (base 1980) for January was revised upward to 117.7 from a preliminary 117.4. The index was down 0.7 pct from December when it rose""]"
50,35,50_inflation_february_pct_pct january,"['inflation', 'february', 'pct', 'pct january', 'january', 'pct february', 'pct pct', 'february 1986', 'inflation pct', '1986']","['Inflation rates for February', '', '', '', '', '', '', '', '', '']","['French February year on year inflation 3.4 pct vs three pct January - official French February year on year inflation 3.4 pct vs three pct January - official', 'with 695.4 in February 1986. This gave a year-on-year February inflation rate of 9.5 pct against 9.8 pct in January and 12.6 pct in February 1986. Measured as an annual average rate, inflation in February was 11.1 pct compared with 11.4 pct in January. The government forecasts annual average inflation', ""ISRAELI INFLATION RATE IS 1.0 PCT IN FEBRUARY Israel's inflation rate for February was one pct, compared to 2.1 pct in January and 1.6 pct in February 1986, a spokesman for the Central Bureau of Statistics said. Inflation for the 12 months ending in February was 23 pct, the spokesman""]"
51,34,51_pesch_american medical_medical_republic,"['pesch', 'american medical', 'medical', 'republic', 'ami', 'wedge', 'american', 'health', 'bass', 'bass family']","['Takeover attempts in the healthcare industry', '', '', '', '', '', '', '', '', '']","[""The Bass family holds an 11. 6 pct stake in American Medical, and the company has previously said the investors support management's internal plan to improve the company's performance. The Bass family would not comment on American Medical or Pesch. Pesch, who led the leveraged buyout of Republic Health Corp"", 'PESCH SEES SHAREHOLDER SUPPORT IN AMI &lt;AMI> BID Chicago physician LeRoy Pesch said he has had discussions with several American Medical International Inc shareholders and sees support for a restructuring of the company. Pesch said he has discussed his sweetened, 1.91 billion dlr takeover bid for American Medical with several', ""buyout transaction led by Dr. LeRoy Pesch, the principal shareholder of Pesch and Co. Alpha recently submitted a second offer to acquire the stock of American Medical International Inc (AMI) at 22 dlrs a share in cash and securities, which is still being considered by American Medical's board, Pesch said.""]"
52,34,52_tons_short tons_000 lbs_metal,"['tons', 'short tons', '000 lbs', 'metal', 'lbs', 'copper', 'short', 'stocks', 'zinc', 'tons january']","['Metal stocks and production', '', '', '', '', '', '', '', '', '']","['ABMS SAYS U.S. ZINC STOCKS HIGHER IN FEBRUARY Total U.S. slab zinc stocks held by smelters rose to 24,735 short tons at the end of February from 22,120 short tons at the end of January, the American Bureau of Metal Statistics reported. Zinc production increased to 26,732 short tons in', 'tons in January from 48,900 short tons in December. Mills consumed 29,600 tons of refinery shapes in January versus 24,000 tons in December. Scrap consumption increased to 31,100 tons in January from 24,900 tons in December. Total brass mill shipments increased to 69,600 tons in January from 54,400 tons in', 'U.S. REFINERY COPPER STOCKS FALL IN JANUARY Refined copper stocks held by U.S. refineries fell to 109,200 short tons at the end of January from 145,400 short tons at the end of December, the American Bureau of Metal Statistics reported. Commodity Exchange (Comex) copper stocks climbed to 103,000 tons in']"
53,34,53_bundesbank_marks_billion marks_billion,"['bundesbank', 'marks', 'billion marks', 'billion', 'banks', 'mln marks', 'week', 'february', 'currency reserves', '400 mln']","['German central banking and currency reserves', '', '', '', '', '', '', '', '', '']","['uncertainty about banks\' current holdings, the Bundesbank may well allocate less than 16 billion marks this week, and top it up if necessary at next week\'s tender. ""I would not be surprised if the Bundesbank cuts the amount a little, to say 14 or 15 billion marks,"" one dealer said.', 'uncertainty about banks\' current holdings, the Bundesbank may well allocate less than 16 billion marks this week, and top it up if necessary at next week\'s tender. ""I would not be surprised if the Bundesbank cuts the amount a little, to say 14 or 15 billion marks,"" one dealer said.', 'of 300 mln to 86.6 billion. Commercial bank minimum reserve holdings at the Bundesbank fell 300 mln marks to 51.9 billion marks at the end of February, averaging 51.2 billion over the month. The rediscount debt of the banking system fell 800 mln marks to 55.2 billion marks, the Bundesbank']"
54,34,54_stg_money market_mln stg_assistance,"['stg', 'money market', 'mln stg', 'assistance', 'money', 'england said', 'bank england', 'england', 'market', 'help']","['U.K. Money Market Assistance', '', '', '', '', '', '', '', '', '']","['U.K. MONEY MARKET GIVEN 17 MLN STG EARLY HELP The Bank of England said it provided just 17 mln stg assistance to the money market in response to an early round of bill offers. Earlier, the Bank had estimated the shortage in the system today at around 1.15 billion stg.', 'U.K. MONEY MARKET GIVEN FURTHER 195 MLN STG HELP The Bank of England said it provided the money market with a further 195 mln stg assistance during the afternoon. This brings total help today to 841 mln stg compared with a liquidity shortage it has estimated at a revised one', ""U.K. MONEY MARKET GIVEN FURTHER 437 MLN STG HELP The Bank of England said it had provided the money market with a further 437 mln stg assistance in the afternoon session. This brings the Bank's total help so far today to 461 mln stg and compares with its revised shortage""]"
55,33,55_korea_south korea_south_rha,"['korea', 'south korea', 'south', 'rha', 'surplus', 'trade', 'trade surplus', 'korean', 'won', 'goods']","[""South Korea's trade surplus and debt reduction efforts"", '', '', '', '', '', '', '', '', '']","['SOUTH KOREA TO KEEP TRADE SURPLUS 3-5 YEARS South Korean Trade Minister Rha Woong Bae said his nation would maintain a trading surplus for three to five years as a way to cut its foreign debt. He said in an interview with Reuter that after a few years it was', 'likely South Korea would drop barriers to foreign goods and move toward a more balanced trade position. He said the present trade surplus was vital if his nation was to reduce its 44.5 billion dlr foreign debt. Rha said that 1986 was the first year South Korea had a trade', 'likely South Korea would drop barriers to foreign goods and move toward a more balanced trade position. He said the present trade surplus was vital if his nation was to reduce its 44.5 billion dlr foreign debt. Rha said that 1986 was the first year South Korea had a trade']"
56,32,56_tin_atpc_thailand_tapioca,"['tin', 'atpc', 'thailand', 'tapioca', 'tonnes', 'quota', '000 tonnes', 'thai', 'exports', 'bolivia']","['Tin exports regulation by ATPC', '', '', '', '', '', '', '', '', '']","['this year. The ATPC consists of Malaysia, Indonesia, Thailand, Bolivia, Australia, Nigeria and Zaire. China and Bolivia, important producers of tin, are not members.', 'ATPC MEMBERS FIND WAYS TO CURB TIN EXPORTS Mine and industry officials from most member states of the Association of Tin Producing Countries (ATPC) say they have found ways to limit group exports to 96,000 tonnes in the year started March 1, according to views polled by Reuter correspondents. The', 'ZAIRE ACCEPTS TIN-EXPORT QUOTA, ATPC SAYS Zaire agreed to limit its tin exports to 1,736 tonnes for 12 months from March 1 in line with an Association of Tin Producing Countries (ATPC) plan to curb exports, the ATPC said. ATPC Executive Director Victor Siaahan told Reuters he received a telex']"
57,32,57_taiwan_reserves_billion_foreign,"['taiwan', 'reserves', 'billion', 'foreign', 'billion dlrs', 'surplus', 'washington', 'foreign reserves', 'import', 'trade surplus']","[""Taiwan's Trade Surplus and Foreign Reserves"", '', '', '', '', '', '', '', '', '']","['TAIWAN TO RELAX IMPORT CURBS ON MORE GOODS Taiwan will relax import controls on more foreign goods, a government spokesman said today. The move was to allow greater access to Taiwan markets by overseas trading partners, especially the United States, an official of the Council for Economic Planning and Development', ""unless Taiwan allowed its dollar to rise faster it would face retaliation. Siew returned from Washington on Friday after the U.S responded to Taiwan's request to increase its textile export quotas by promising further talks in May. Taiwan's surplus with the U.S. Hit a record 13.6 billion U.S. Dlrs in"", ""unless Taiwan allowed its dollar to rise faster it would face retaliation. Siew returned from Washington on Friday after the U.S responded to Taiwan's request to increase its textile export quotas by promising further talks in May. Taiwan's surplus with the U.S. Hit a record 13.6 billion U.S. Dlrs in""]"
